id,name,value,lng,lat
69498,朝阳安苑东里BOOKHLM,281.325394,116.407092,39.982921
69499,顺义中煤电气公司HLM,86.3299897,116.673333,40.090277
69500,东城东方花园饭店HLM,76.30279147,116.428611,39.936944
69501,东城国华投资大厦HLM,126.2392185,116.426101,39.937501
69502,朝阳泛海国际碧海园5、6、7号楼HLM,58.17904053,116.491666,39.935555
69503,朝阳公园大道1-2号楼HLM,255.4086993,116.479166,39.931666
69504,朝阳公园大道3-5号楼HLM,76.80183067,116.479166,39.931666
69506,朝阳劳动大厦HLM,40.12234902,116.365277,39.999444
69507,朝阳欣和仓储配送中心HLM,48.8871873,116.428381,39.996991
69508,朝阳出国人员服务HLM,255.9943997,116.418969,39.985892
69509,朝阳静安公寓HLM,38.47924225,116.435555,39.957222
69510,密云古北水镇草木堂1HLM,28.82244077,117.262609,40.644809
69511,顺义国门酒店HLM,127.9063685,116.563332,40.070019
69512,怀柔中科合成油HLM,79.89464169,116.676944,40.342777
69513,东城北京市公安局老干部活动中心HLM,165.8537353,116.423055,39.949166
69514,朝阳明天第一城1HLM,89.7051404,116.401666,40.045555
69515,顺义花水湾HLM,80.98657917,116.505555,40.176388
69516,密云蓝谷会所HLM,10.09302054,117.271123,40.646943
69518,朝阳751办公楼HLM,111.2297668,116.494166,39.983888
69519,顺义首都机场货运基地国际发货站HLM,167.7898486,116.585162,40.099842
69520,顺义中核二三公司HLM,76.38188458,116.668972,40.092278
69523,顺义国家地理信息科技产业园HLM,27.00133033,116.630833,40.055
69524,顺义政务数据中心HLM,18.18470359,116.669523,40.107009
69525,朝阳康营回迁小区三期K5-K8号楼HLM,24.01894186,116.534444,40.0325
69526,朝阳国门公寓HLM,40.59891237,116.586362,40.059998
69527,顺义耿丹学院lampsiteFDD1HLM,0.011234026,116.646669,40.214346
69528,顺义耿丹学院lampsiteFDD2HLM,1.123762033,116.646669,40.214346
69529,顺义阳洲鑫园三期-顺鑫朗郡1HLM,48.54059795,116.828055,40.156944
69530,顺义香蜜湾HLM,74.00996267,116.533611,40.096944
69533,朝阳国家会议中心配套建筑B座2NLM,380.0807047,116.381204,39.999488
69534,朝阳中粮瑞府HLM,198.0996829,116.512482,40.049182
69536,朝阳山水文园五期1HLM,49.44629831,116.475192,39.865775
69537,朝阳鸿翔花园NLM,31.06909848,116.472765,39.940785
69538,朝阳凌云名苑NLM,182.4558123,116.380257,39.982848
69539,密云京承高速金鼎湖2号隧道内HLM,13.68351281,117.040219,40.382522
69540,东城东四十条南门仓5号理疗楼HLM,230.0625457,116.424645,39.92902
69542,东城万信商务大厦HLM,199.8468511,116.414444,39.931666
69543,怀柔北方职工培训中心HLM,1.318568459,116.679166,40.393055
69544,密云国美电器HLM,28.62378472,116.846287,40.377805
69545,怀柔九州溪谷HLM,31.54830116,116.623333,40.330277
69546,顺义中石油办公楼二期HLM,32.33671369,116.669166,40.091666
69548,顺义奥竺苑HLM,26.95991426,116.584444,40.045
69549,朝阳风林绿洲写字楼HLM,68.46396032,116.374722,39.999166
69550,顺义邮政速递物流HLM,23.10024423,116.581666,40.063333
69551,顺义中华全国总工会国际交流中心HLM,30.19429159,116.497902,40.103141
69552,朝阳人大办公楼HLM,12.08028653,116.400222,40.023389
69553,朝阳北齿品牌创业产业园HLM,64.77323637,116.544275,39.915775
69554,朝阳中国电影博物馆HLM,31.41897735,116.515234,39.995189
69555,顺义北京农商行数据中心HLM,167.681779,116.556098,40.068001
69556,朝阳金梧桐宾馆HLM,20.91873406,116.422777,40.001944
69558,朝阳国宾大厦HLM,87.352898,116.483055,39.970277
69559,怀柔雁栖湖生态发展示范区核心岛会议中心HLM,10.81394927,116.661671,40.397283
69560,朝阳锦湖园HLM,54.18510187,116.458055,39.926388
69561,朝阳国美第一城5HLM,25.29104474,116.505891,39.932582
69562,朝阳望京明苑小区HLM,193.0263783,116.461904,40.003312
69563,朝阳望京中福百货HLM,88.68350056,116.457634,39.999096
69564,朝阳亮马古玩城HLM,35.64875481,116.470833,39.953888
69565,顺义牛栏山一中一区HLM1,0.840336347,116.658213,40.220089
69566,朝阳北湖国际高尔夫俱乐部HLM,11.13491725,116.443888,40.007777
69567,朝阳凯康大厦HLM,54.80191283,116.391111,39.967777
69568,朝阳聋儿康复中心HLM,293.7814536,116.42,39.984722
69569,朝阳西藏大厦HLM,62.35472561,116.407573,39.986548
69570,朝阳金隅京体体育文化有限公司HLM,29.58245328,116.4602,39.98031
69571,朝阳欧陆大厦HLM,32.07460334,116.411111,39.994166
69572,朝阳微生物研究所HLM,85.92339398,116.376944,40.0025
69573,朝阳阳光上东3期1NLM,269.8746285,116.478583,39.964389
69574,西城圆山大酒店HLM,30.5229058,116.384166,39.970833
69575,朝阳中国环境监测总站HLM,16.77064246,116.4125,40.040277
69576,朝阳中科院生物物理研究所综合科研办公楼NLM,125.989743,116.370201,40.00238
69578,密云阳光假日酒店HLM,155.9409076,116.833207,40.370812
69579,东城金隆基大厦HLM,38.56400731,116.406388,39.924166
69580,东城和敬府宾馆HLM,194.2560121,116.406388,39.933611
69581,怀柔雁栖山庄HLM,9.595312127,116.659166,40.383333
69582,朝阳东森传媒中心HLM,65.42578816,116.534861,39.912034
69583,顺义全国人大顺喜山庄HLM,16.25352723,116.549572,40.140155
69584,朝阳镜泊湖商务会馆HLM,262.0467529,116.440277,39.9225
69585,朝阳亮马河北小街外交公寓C西HLM,244.9242787,116.459166,39.954166
69586,朝阳服装学院HLM,188.0271463,116.42442,39.97192
69587,密云公安局大楼HLM,111.7217828,116.822425,40.366036
69588,朝阳时间国际HLM,157.6503019,116.444722,39.961472
69589,朝阳奥体东居HLM,35.06337938,116.407222,39.981388
69590,朝阳地理资源研究HLM,37.23461794,116.379444,40.001666
69591,朝阳荣尊宝公寓HLM,4.255865968,116.407246,40.007535
69592,朝阳望京宜家商场HLM,12.50086985,116.457163,39.976278
69593,朝阳奥体中心综合训练馆HLM,2.862299679,116.396388,39.984444
69594,朝阳梅赛德斯中心HLM,67.89578054,116.456806,39.967361
69595,朝阳四元桥建材超市HLM,100.352495,116.456388,39.9675
69596,朝阳中科电大厦HLM,261.100337,116.364722,40.000555
69598,朝阳欧陆经典凯旋城E座HLM,108.8088729,116.411528,39.995306
69599,朝阳欧陆经典凯旋城B座HLM1,188.7026015,116.411528,39.995306
69600,朝阳世界城HLM,90.70765625,116.446388,39.916666
69601,顺义国际俱乐部HLM,5.46126298,116.528888,40.014444
69602,朝阳泛海国际澜海园HLM,15.18236903,116.491111,39.9375
69603,朝阳泛海国际香海园3至4号楼HLM,287.5534623,116.491666,39.935555
69604,朝阳泛海国际香海园5至6号楼HLM,211.2063225,116.491666,39.935555
69605,朝阳诚辉国际商务会馆HLM,16.34294267,116.486944,39.904722
69606,朝阳吕家营村2HLM,252.2534646,116.46089,39.842026
69607,朝阳城建开发大厦HLM,12.32702663,116.37802,39.975828
69608,朝阳保利香槟HLM,38.40067755,116.418333,39.994444
69609,朝阳蝶泉乡村高尔夫俱乐部HLM,13.28850677,116.593888,39.932777
69610,朝阳利景名门HLM,233.4064794,116.470833,39.981388
69611,朝阳文博大厦HLM,218.373214,116.422222,39.986388
69612,朝阳如家快捷酒店HLM,236.0138772,116.443611,39.964722
69613,朝阳怡和建材大厦HLM,85.00514407,116.426824,39.953097
69614,朝阳祥业大厦HLM,25.93975716,116.433611,39.923333
69615,朝阳西坝河北里12号HLM,4.165833747,116.432777,39.968888
69616,朝阳安贞里小区1HLM,220.773656,116.399408,39.967334
69617,朝阳安贞里小区2HLM,289.4987778,116.399408,39.967334
69618,朝阳安贞里小区3HLM,195.2061662,116.399408,39.967334
69619,朝阳安贞里小区4HLM,45.83686264,116.399408,39.967334
69620,朝阳安贞西里小区1HLM,63.04892827,116.389878,39.972303
69621,朝阳安贞西里小区2HLM,194.2170002,116.389878,39.972303
69622,朝阳安贞西里小区3HLM,136.3945766,116.389878,39.972303
69623,朝阳安贞西里小区4HLM,203.3533339,116.389878,39.972303
69624,朝阳北京市公安局808办公楼1NLM,63.75218237,116.393333,39.9725
69625,朝阳北京市公安局808办公楼2NLM,42.4182237,116.393333,39.9725
69626,朝阳北京市公安局808办公楼3NLM,229.2075763,116.393333,39.9725
69627,朝阳北京市公安局808办公楼4NLM,105.6736935,116.393333,39.9725
69628,朝阳北京市公安局808办公楼5NLM,48.35851161,116.393333,39.9725
69631,顺义4G阿凯迪亚庄园东北1H,18.57287255,116.525277,40.115001
69632,大兴4G六环葫芦垡村东1H,56.26365847,116.243011,39.694141
69633,顺义4G英辰马术1H,13.01578919,116.562295,40.161631
69634,顺义4G卧龙公园东1H,103.3810946,116.636374,40.138713
69635,顺义4G天北路东北1H,45.35057993,116.520658,40.086998
69636,顺义4G天竺镇空港工研精机股份公司西1H,46.5370974,116.551781,40.074399
69637,顺义4G龙湾别墅1H,337.003415,116.499195,40.086925
69638,顺义4G后沙峪裕祥花园1H,62.22298078,116.542044,40.101766
69639,顺义4G燕王庄西南1H,265.1691697,116.515472,40.081238
69641,顺义4G望泉寺回迁房西1H,62.75943879,116.623231,40.119821
69642,顺义4G于庄小区西1H,54.70217501,116.480198,40.132401
69643,顺义4G马坡镇交通安全管理站1H,344.6896389,116.644181,40.170271
69645,顺义4G东海洪村中小杆1H,139.878988,116.616876,40.140716
69646,顺义4G回民营小区北侧1H,50.2018639,116.529631,40.120814
69647,顺义空中客车HLM,11.02151111,116.561326,40.078813
69648,朝阳阳光上东3期3NLM,33.62351216,116.478573,39.964389
69649,东城中国交通信息中心HLM,42.41986235,116.4075,39.943611
69650,顺义后沙峪建筑1HLM,64.79381134,116.533219,40.107469
69651,顺义天瑞金HLM,69.35650126,116.561393,40.086813
69652,顺义后沙峪建筑2HLM,64.87367256,116.533219,40.107469
69654,朝阳东风家园HLM,244.8565253,116.488333,39.956388
69656,朝阳丽都饭店新楼HLM,230.8332308,116.473373,39.976812
69657,朝阳环卫四清分公司HLM,152.1923031,116.427201,40.000201
69658,朝阳天创世缘大厦二HLM,92.66612364,116.400555,40.001666
69659,朝阳西门子办公楼HLM,118.325522,116.466588,39.983366
69660,昌平小沙河村328号ZLM,17.18112201,116.33067,40.12546
69661,顺义北京汽车研发基地北区HLM,256.4857705,116.626257,40.097531
69662,顺义北京汽车研发基地南区HLM,183.8135965,116.626257,40.097531
69663,朝阳天元港国际HLM1,301.8528713,116.4536,39.95411
69664,朝阳燕莎购物中心HLM,193.011211,116.456944,39.947501
69665,怀柔集贤山庄HLM,0.039850344,116.592283,40.371399
69666,朝阳遗传所科研楼HLM,59.85147637,116.376944,40.003611
69667,朝阳国际村HLM,21.93227215,116.444166,39.9675
69669,朝阳中关村时尚产业创新园NLM,220.5079316,116.423611,39.9733333
69670,朝阳万科HLM,101.7615218,116.477444,39.933806
69671,东城居然大厦HLM,232.1361461,116.426388,39.936944
69673,西城德胜门外大街8号HLM,188.7926896,116.373888,39.962777
69674,西城教育出版社HLM,40.62088413,116.375833,39.965
69675,东城宁夏驻京办HLM,175.6671846,116.400555,39.942777
69677,东城魏家胡同综合楼HLM,42.67449303,116.410277,39.929722
69679,朝阳国际村三期HLM,25.46558127,116.445277,39.9675
69681,朝阳新云南皇冠假日酒店1HLM,37.33324085,116.428561,39.970631
69682,朝阳新云南皇冠假日酒店裙楼HLM,273.9290161,116.428561,39.970631
69683,朝阳芍药居地铁十号线北侧3栋塔楼HLM,180.5543989,116.433333,39.976111
69688,东城东湖别墅公寓楼HLM,32.9719219,116.435,39.941944
69690,朝阳新荣家园小区HLM,36.91826523,116.397311,40.002927
69691,朝阳明天第一城22号楼NLM,31.41472188,116.407363,40.048822
69692,朝阳紫薇天悦HLM(1、2号楼、会所、幼儿园、东区1号楼),39.16906318,116.419507,39.998149
69693,朝阳紫薇天悦HLM（3+4+5+6+7号楼）,114.7829045,116.419444,39.998055
69694,朝阳旅贸综合楼HLM,31.86091432,116.458339,39.995103
69695,朝阳顺景园HLM,250.2573488,116.456249,39.972272
69696,朝阳天圆祥泰双子座B座NLM,96.40766501,116.40049,39.979367
69697,朝阳现代书店HLM,293.9755215,116.396666,39.962777
69698,大兴4G京台高速西二村南1H,55.13163336,116.427147,39.749608
69699,西城御膳堂ZLM,1.871289635,116.381061,39.929721
69700,密云县直属机关办公楼HLM,16.30385417,116.837777,40.376388
69701,朝阳青年路后勤部新建项目HLM,271.4324039,116.513766,39.919161
69702,朝阳郁金香大厦HLM,48.85527804,116.406416,40.049333
69703,东城歌华大厦HLM,213.1382527,116.417984,39.947394
69704,朝阳财富中心二期写字楼HLM,63.06427321,116.452322,39.917582
69705,朝阳圣世一品HLM,266.5162873,116.452777,39.924722
69706,朝阳外国专家大厦HLM,218.8220508,116.375277,39.985555
69707,朝阳国贸西楼HLM,79.76506965,116.451031,39.908187
69708,朝阳将府庄园别墅HLM,0.43618251,116.523055,39.989444
69709,朝阳恒大名都1HLM,65.33669889,116.426362,40.026687
69710,朝阳恒大名都2HLM,16.70293502,116.426362,40.026687
69713,朝阳红玺台小区HLM1,22.276548,116.431944,39.977222
69714,东城第五广场HLM,71.81865365,116.426111,39.93
69715,朝阳中国特色经济之窗二期2号地3HLM,41.97318426,116.603333,39.918611
69716,朝阳中国特色经济之窗二期2号地1HLM,55.01544775,116.603333,39.918611
69717,朝阳区畅清园二期1HLM,192.653106,116.358159,40.013906
69718,朝阳北苑北辰B5M2HLM,334.6237111,116.410251,40.029417
69719,朝阳北苑北辰B5区M4（B座）HLM,121.7481993,116.410251,40.029417
69720,朝阳东湖湾三期HLM1,34.807749,116.4575,40.005
69721,顺义燕和楼酒店HLM,5.770946701,116.528105,40.098132
69722,顺义创杰环保科技园HLM,1.698880956,116.561096,40.084604
69723,顺义北京益民药业有限公司工业研发办公楼HLM,2.758588843,116.653754,40.123884
69724,顺义北京升华电梯有限公司HLM,17.79171015,116.632811,40.226532
69725,顺义仁和镇便民中心HLM,263.4246847,116.660895,40.123276
69726,朝阳汇园国际公寓Q座HLM,164.0407888,116.396111,39.990555
69727,朝阳国展1号馆HLM,22.05658015,116.436944,39.961111
69728,朝阳国展综合楼HLM,163.8288704,116.435162,39.959444
69729,顺义埃力生商厦HLM,284.8666587,116.582777,40.046388
69730,朝阳国兴观湖北区N2配楼一期会所及所有车库HLM,42.4826809,116.486611,39.936639
69731,朝阳国兴观湖北区2HLM,42.42472015,116.488333,39.935555
69732,朝阳国兴观湖北区3HLM,15.41638348,116.488333,39.935555
69733,朝阳国兴观湖北区4HLM,39.63133399,116.486611,39.936639
69734,朝阳国兴观湖北区5HLM,20.1348379,116.488333,39.935555
69735,朝阳国兴观湖北区6HLM,19.90213185,116.486611,39.936639
69736,朝阳国兴观湖北区7HLM,13.75740784,116.486611,39.936639
69737,朝阳国兴观湖北区8HLM,13.8971359,116.486611,39.936639
69738,朝阳国兴观湖北区五号楼一单元和七号楼二单元HLM,19.46177925,116.486611,39.936639
69739,朝阳国兴观湖北区10HLM,12.79998878,116.488333,39.935555
69740,通州区烟草宿舍一期HLM,27.16282405,116.636388,39.871666
69741,通州区烟草宿舍二期HLM,30.41988176,116.636388,39.871666
69742,顺义中国器材集团HLM,7.109062573,116.561111,40.070555
69743,朝阳981大酒店HLM,273.9228456,116.381947,39.983306
69744,西城中天大厦HLM,180.4574378,116.373055,39.9625
69745,东城五十五中学实验楼HLM,191.2927785,116.434166,39.937222
69746,怀柔高尔夫俱乐部HLM,3.749795808,116.69,40.400833
69747,朝阳蟹岛度假村卡丁车馆HLM,0,116.54247,40.013541
69748,朝阳朝来高科技产业园HLM2,105.6758349,116.468055,40.018333
69750,朝阳中日友好医院HLM,1016.790078,116.420873,39.972576
69751,朝阳地铁13号线北苑北侧HLM1,40.64987036,116.431911,40.048291
69752,朝阳地铁13号线北苑北侧HLM2,59.12328224,116.4325,40.049166
69753,朝阳京烟零售连锁公司HLM,227.3884858,116.411944,39.970555
69754,朝阳携程办公楼HLM,134.485773,116.501666,39.983611
69755,朝阳赛特奥特莱斯HLM,163.2090186,116.499167,40.035111
69756,朝阳姚家园黄杉木店路西工程住宅楼NLM,34.14278038,116.519795,39.93548
69757,东城南新仓HLM,252.0730889,116.424501,39.931601
69758,顺义牛栏山安置房二期HLM,46.32447079,116.660082,40.210433
69759,顺义高丽营镇政府综合楼HLM,94.63517081,116.545,40.146666
69760,顺义北京天竺综合保税区管理委员会HLM,47.52474924,116.575555,40.114166
69761,朝阳金盏小店村1HLM,0.049091728,116.558571,40.008667
69762,朝阳北辰购物中心东HLM,291.7707547,116.400833,39.992501
69763,朝阳华油天然气楼NHLM,150.8044463,116.408888,40.001666
69764,朝阳汇园公寓L座HLM,195.7359567,116.395181,39.991251
69765,朝阳洛娃科技HLM,37.07155418,116.465701,40.011718
69766,朝阳爱立信研发中心HLM,64.78715957,116.448888,39.942777
69767,怀柔人济高尔夫HLM,10.97746504,116.551944,40.347222
69768,东城华文名士饭店HLM,264.844763,116.419166,39.955833
69769,东城中景濠亭HLM,44.9512298,116.3925,39.949166
69770,朝阳园林绿化局HLM,24.13455567,116.480833,39.925555
69771,朝阳慧忠里122号奥景公馆观巢酒店公寓HLM,276.6682001,116.400555,39.9975
69772,顺义区正和诚文化园HLM,2.100735279,116.466248,40.086437
69773,朝阳六佰本HLM,100.8012727,116.460776,40.005392
69774,东城天恒大厦HLM,153.2103285,116.430941,39.939162
69775,朝阳世纪宝鼎HLM,20.90125059,116.430555,39.990833
69777,东城皇城国际HLM,268.8018932,116.402222,39.953611
69778,怀柔大唐集团研究院HLM,11.16516088,116.594722,40.299444
69779,怀柔高法培训中心HLM,29.79058842,116.674722,40.390972
69780,怀柔浩瀚商务会馆HLM,249.1913749,116.633055,40.309722
69781,朝阳首信大厦HLM,50.96778402,116.414609,40.043423
69782,怀柔柏崖厂站北和中心HLM,23.20193711,116.64964,40.40269
69783,通州区烟草宿舍三期HLM,29.39665841,116.636388,39.871666
69784,朝阳苏宁电器HLM,58.95741158,116.482777,39.978055
69785,东城海运仓大厦HLM,220.8110965,116.424444,39.935277
69786,朝阳东坝七棵树经济适用房HLM1,26.19421995,116.528663,39.968347
69787,朝阳东坝七棵树经济适用房HLM2,61.23220134,116.528663,39.968347
69788,朝阳东坝七棵树经济适用房HLM3,28.94230462,116.528663,39.968347
69789,朝阳东坝七棵树经济适用房HLM4,12.46001806,116.528663,39.968347
69790,朝阳东坝七棵树经济适用房HLM5,12.04226722,116.528663,39.968347
69791,昌平天通中苑10HLM,55.38999983,116.417133,40.068373
69792,昌平天通中苑11HLM,14.27390817,116.417133,40.068373
69793,昌平天通中苑12HLM,49.97902148,116.417133,40.068373
69794,昌平天通中苑14HLM,40.38991352,116.417133,40.068373
69795,昌平天通中苑15HLM,78.34639681,116.417133,40.068373
69796,昌平天通中苑13HLM,77.94848633,116.417133,40.068373
69797,朝阳东湖湾商业中心1NLM,18.90707878,116.458511,40.006891
69798,朝阳东湖湾商业中心2NLM,19.72781914,116.458511,40.006891
69799,朝阳远洋花园别墅3HLM,2.306506982,116.543951,40.030773
69802,朝阳远洋花园别墅6HLM,26.15098704,116.543951,40.030773
69803,朝阳远洋花园别墅7HLM,5.092513386,116.543951,40.030773
69804,朝阳华都酒店1NLM,25.10060366,116.457222,39.948055
69805,朝阳华都酒店2NLM,192.7191146,116.450277,39.946388
69806,朝阳盘古大观写字楼1HLM,41.20022346,116.380828,39.988565
69807,朝阳盘古大观写字楼2HLM,59.29172397,116.380828,39.988565
69808,朝阳盘古大观写字楼3HLM,75.50014848,116.380828,39.988565
69809,东城瑞士公寓HLM,44.08278382,116.429667,39.931972
69810,怀柔松秀园度假村HLM,30.53970327,116.655722,40.385751
69811,顺义京林空港培训HLM,34.74257539,116.595888,40.043501
69812,朝阳金泰大厦HLM,94.04197389,116.427177,39.958736
69813,顺义力迈学校HLM1,13.23784827,116.512777,40.083333
69814,顺义力迈学校HLM2,11.1431572,116.512777,40.083333
69815,朝阳来广营金茂府1HLM,7.327325665,116.454262,40.0173256
69816,朝阳来广营金茂府2HLM,9.137092505,116.454262,40.0173256
69817,朝阳来广营金茂府3HLM,5.556351582,116.454262,40.0173256
69818,朝阳来广营金茂府4HLM,4.239746557,116.454262,40.0173256
69819,朝阳花汇金润酒店HLM,92.07493351,116.397222,40.004166
69820,东城北京市东城区人民法院HLM,36.93491929,116.409166,39.939722
69822,朝阳建材经贸大厦HLM,255.5312628,116.427222,39.951388
69823,顺义空港明豪商务会馆HLM,24.6487743,116.574444,40.061388
69824,东城华普中心HLM1,80.19419176,116.426111,39.932777
69825,东城华普中心HLM2,84.35364994,116.426833,39.933028
69826,朝阳炎黄大厦1NLM,22.11758443,116.402921,39.994353
69827,朝阳炎黄大厦2NLM,29.34331791,116.402921,39.994353
69828,朝阳宝星园三期一区HLM,46.21687185,116.473213,39.998992
69829,朝阳中国现代文化馆HLM,202.3992288,116.424166,39.983055
69830,朝阳龙垦联招待所HLM,155.2951874,116.415055,39.990261
69831,朝阳海天一色HLM,48.3622358,116.583359,39.927702
69832,朝阳远洋万和城HLM1,287.1574091,116.425467,39.990579
69833,朝阳远洋万和城HLM2,24.07795841,116.42547,39.990579
69834,怀柔科玛化妆品有限公司HLM,55.99981856,116.673611,40.335555
69835,朝阳大中电器HLM,51.28890375,116.407777,40.0425
69836,怀柔丽湖嘉园HLM,0.137151514,116.628721,40.302887
69840,朝阳世华泊郡HLM1,36.00297471,116.418888,40.049444
69841,朝阳世华泊郡HLM2,42.44363824,116.417131,40.048931
69842,朝阳世华泊郡HLM3,21.91501459,116.418888,40.049444
69843,朝阳世华泊郡HLM4,48.62769854,116.418888,40.049444
69844,顺义4G楼台村东环路三条7号1H,119.3492108,116.593611,40.032136
69845,平谷北寨村HLM,1.71374452,117.198055,40.227777
69846,顺义顺鑫国际商务中心HLM,65.51854351,116.643333,40.125277
69847,顺义区北京城市学院三期HLM,1.00824455,116.810031,40.160673
69848,朝阳富力爱丁堡写字楼HLM,236.330753,116.453055,39.927501
69849,东城公安分局新楼HLM,46.40491963,116.399444,39.951388
69850,怀柔宏达大厦HLM1,135.0088254,116.675487,40.402487
69851,怀柔宏达大厦HLM2,28.32416772,116.675487,40.402487
69853,朝阳南湖渠商务楼HLM,40.87586878,116.460555,39.996111
69854,怀柔望怀大厦HLM,31.13969233,116.636666,40.308888
69855,朝阳歌华开元大酒店A座F3至F9层HLM,53.49415954,116.3875,39.964166
69856,朝阳财富中心公寓1HLM,29.29559417,116.451941,39.914722
69857,东城东直门LTE试验站ZLM1,273.5677561,116.42655,39.93597
69858,东城东直门LTE试验站HLM2,273.4683536,116.426388,39.935833
69860,密云首都经贸大学分校HLM,194.2804647,116.823242,40.368068
69861,密云体育馆HLM,295.106952,116.832056,40.365861
69862,顺义南彩温泉度假村HLM,83.94344279,116.731388,40.141666
69863,朝阳望京东园511号楼HLM,181.6005266,116.481388,39.994722
69864,朝阳中日医院中央保健医疗康复中心1HLM,189.4475265,116.422186,39.983005
69865,东城化工供销公司HLM,60.79455435,116.414733,39.958489
69866,朝阳太阳星城C区Lampsite1HLM,178.2243756,116.441252,39.969936
69867,朝阳太阳星城C区Lampsite2HLM,156.8281684,116.441252,39.969936
69868,东城聚龙花园8号楼HLM,26.18981167,116.434444,39.928611
69869,东城聚龙花园7号楼HLM,40.79836935,116.434712,39.928823
69870,朝阳北苑易初莲花HLM,262.8277613,116.412966,40.032064
69871,朝阳北京中康国际酒店HLM,29.08204501,116.500856,39.931213
69872,朝阳中富东家园HLM,53.75540514,116.544722,39.945
69873,东城海晟国际公寓25号楼B1-F22HLM,40.55917799,116.435277,39.938333
69874,东城海晟国际公寓26号楼B1-F22HLM,32.11088897,116.435277,39.938333
69875,密云清华同方HLM,22.46506631,116.813333,40.353611
69876,顺义区国泰青春馆HLM,127.1637073,116.645555,40.129722
69878,朝阳望京医院新门诊楼HLM,262.1679017,116.466109,39.98149
69881,朝阳中海广场3HLM,43.17368261,116.449751,39.910056
69882,朝阳连心园小区1HLM,214.3276222,116.607178,39.920245
69883,朝阳连心园小区2HLM,223.0461183,116.607178,39.920245
69884,朝阳连心园小区3HLM,253.724864,116.607178,39.920245
69885,朝阳中国民主建国会HLM,271.0209205,116.436666,39.925277
69888,朝阳仟村商务大楼HLM,253.8359677,116.395,39.970277
69889,朝阳京投大厦二期HLM,272.0774153,116.425833,39.996388
69890,朝阳爱家国际商业中心2NLM,277.5069872,116.490388,39.956666
69891,朝阳爱家国际商业中心3NLM,0,116.477877,39.956626
69892,朝阳爱家国际商业中心4NLM,0,116.477877,39.956626
69893,朝阳爱家国际商业中心5NLM,0,116.477877,39.956626
69894,朝阳万禧公寓酒店HLM,224.2902301,116.481852,39.910839
69895,朝阳酒仙桥恒通商务园B36和B38号楼1NLM,41.34597978,116.490833,39.975555
69896,朝阳棕榈泉国际二期1HLM,62.73324295,116.473131,39.930231
69897,朝阳棕榈泉国际二期2HLM,39.16614134,116.475556,39.931001
69898,朝阳北桃园小区HLM,130.6035831,116.423379,39.986183
69899,朝阳高碑店东区7号HLM,89.53026332,116.530875,39.906207
69900,朝阳融达恒通广场HLM,52.61576422,116.447409,40.019198
69901,朝阳晨光家园四期HLM二区（1+5号楼）HLM,26.87145784,116.500111,39.927131
69902,朝阳保利东郡1期HLM1,58.14378789,116.493993,39.928503
69903,顺义区北京博华东方教育投资管理咨询有限公司HLM,10.40207127,116.622612,40.161461
69904,顺义4G小天竺1H,420.0085175,116.584461,40.045391
69905,朝阳屯三里HLM（北楼及南楼地下）,95.88916165,116.438511,39.933432
69906,朝阳屯三里HLM（中楼及南楼地上),118.9807899,116.438511,39.933432
69907,顺义国际货运北京基地营业厅货运站EF区代理商用房HLM,252.1056188,116.601411,40.102341
69908,朝阳东镇欣园2HLM,274.4917887,116.501124,39.977918
69909,朝阳梵悦108东塔HLM,38.52841894,116.458901,39.905444
69910,顺义4G二十里堡村委会1H,227.0808855,116.566111,40.079722
69911,朝阳兆龙饭店HLM,52.96306096,116.454166,39.931666
69912,朝阳龙德行HLM,35.47275966,116.3875,39.962222
69913,朝阳瀑布宾馆HLM,65.4801066,116.384711,39.978051
69914,朝阳天建大厦HLM,282.8284149,116.415555,39.977222
69915,朝阳金苑大厦HLM,35.72384455,116.412071,40.034151
69916,朝阳晨光家园二期HLM,197.7046256,116.498333,39.923333
69918,朝阳红玺台小区HLM2,16.55035921,116.431944,39.977222
69919,朝阳将台商务中心HLM3,248.9430116,116.486921,39.968241
69921,朝阳高碑店民俗村东古家具一条街1HLM,91.84754989,116.532782,39.901592
69922,朝阳高碑店民俗村东古家具一条街2HLM,246.9239632,116.532782,39.901592
69923,朝阳星城国际C座HLM,238.8519405,116.483944,39.977889
69924,朝阳凤凰城2期E座HLM,42.08116952,116.448055,39.960833
69925,朝阳凤凰城2期车库HLM,35.54127691,116.448055,39.960833
69926,朝阳中国特色经济之窗二期2号地2HLM,54.95948961,116.603333,39.918611
69927,朝阳中铁国际城二期2HLM,11.25780422,116.435,40.048611
69928,朝阳保利望京苑2HLM,196.2022069,116.484051,39.994397
69929,朝阳保利望京苑3HLM,266.9328614,116.484051,39.994397
69930,朝阳百脑汇西区HLM,59.62858998,116.440435,39.921331
69931,顺义马可汇西区HLM,48.20546928,116.614444,40.131666
69932,朝阳傲城B3区A和B栋HLM,22.30112169,116.411609,40.03123
69935,朝阳美邦国际中心HLM2,86.44941609,116.452974,39.948052
69937,朝阳国美第一城2HLM,25.96489284,116.505891,39.932582
69938,朝阳国美第一城3HLM,24.91195913,116.505891,39.932582
69939,朝阳来广营金茂府7号楼HLM,6.840396786,116.454262,40.0173256
69940,朝阳来广营金茂府3号楼HLM,7.205776337,116.454262,40.0173256
69941,朝阳华都美术馆NLM,231.6916806,116.452204,39.946389
69942,朝阳东湖湾三期HLM2,24.85830827,116.4575,40.005
