name,lng,lat,1M5g_yonghushu,1M5g_zhuliubi222,6M5g_yonghushu,6M5g_zhuliubi222,9M5g_yonghushu,9M5g_zhuliubi222,12M5g_yonghushu,12M5g_zhuliubi222,归属区域名称,,,1M5g_zhuliubi,,6M5g_zhuliubi,,9M5g_zhuliubi,,12M5g_zhuliubi
城三5G海淀红杉假日酒店多经杆1Z,116.33306,40.00156,,,,,276,0.2605 ,378 ,0.4364 ,清华大学,,,0,,0,,26.05491893,,43.63696602
城三5G海淀国际关系学院1ZM,116.278687,40.001484,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城三5G海淀国际关系学院2ZM,116.278687,40.001484,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城三5G海淀国际关系学院3ZM,116.278687,40.001484,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城三5G海淀国际关系学院4ZM,116.278687,40.001484,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城三5G海淀国际关系学院5ZM,116.278687,40.001484,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城三5G海淀国际关系学院6ZM,116.278687,40.001484,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城三5G海淀国际关系学院7ZM,116.278687,40.001484,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城三5G海淀清华大学工字厅2Z,116.316232,40.001411,,,,,1372,0.6583 ,1879 ,0.9547 ,清华大学,,,0,,0,,65.82663465,,95.46662093
城三5G海淀北京林业大学学二食堂飞视1Z,116.336289,40.001288,,,,,22,0.0434 ,30 ,0.0629 ,清华大学,,,0,,0,,4.339430398,,6.289029563
城三5G海淀颐和园北门停车场1Z,116.266423,40.001128,182,0.0284 ,1038,0.2947 ,1516,0.5275 ,2076 ,0.8375 ,,,,2.839669734,,29.47457198,,52.74924467,,83.74874111
城一5G朝阳南湖西园101号楼1H,116.450974,40.001091,0,0.0000 ,,,0,0.0000 ,0 ,0.0000 ,奥林匹克中心区,,,0,,0,,0,,0
城三5G海淀清华大学工字厅1PAD1Z,116.315841,40.000989,,,,,0,0.0000 ,0 ,0.0000 ,清华大学,,,0,,0,,0,,0
城三5G海淀清华近春园宾馆1Z,116.3118051,40.0009836,0,0.0000 ,0,0.0250 ,0,0.0000 ,0 ,0.0000 ,清华大学,,,0,,2.5,,0,,0
城三5G海淀清华大学工字厅3Z,116.316784,40.000941,,,,,1124,0.6478 ,1561 ,0.9533 ,清华大学,,,0,,0,,64.77759446,,95.32984704
城一5G朝阳陈经纶中学嘉铭分校1HM,116.417258,40.000891,1,0.0001 ,0,0.0254 ,0,0.0005 ,0 ,0.0009 ,,,,0.006075539,,2.53856083,,0.054702573,,0.089676349
城三5G海淀清华大学静斋1Z,116.315661,40.000732,60,0.0098 ,50,0.1541 ,76,0.2114 ,101 ,0.3514 ,清华大学,,,0.98265557,,15.40717235,,21.13785019,,35.13944475
城一5G朝阳北沙滩桥西北角水泥杆1H,116.36413,40.00062,,,,,1487,0.2295 ,2065 ,0.3742 ,,,,0,,0,,22.95083763,,37.4231838
城一5G朝阳青年政治学院东校1H,116.579722,40.000558,,,331,0.3048 ,602,0.4814 ,752 ,0.8190 ,,,,0,,30.4828744,,48.138124,,81.89687334
城一5G朝阳洛克时代营业厅1HM,116.401185,40.000517,6,0.0036 ,28,0.0350 ,46,0.0534 ,63 ,0.0834 ,,,,0.356335618,,3.502428021,,5.337033175,,8.339114336
城三5G海淀学清路营业厅1ZM,116.34781,40.00028,51,0.0018 ,412,0.1859 ,584,0.3483 ,822 ,0.5429 ,,,,0.183300674,,18.58550435,,34.82819695,,54.28514689
城一5G朝阳安慧北里营业厅1HM,116.417079,40.000271,2,0.1053 ,6,0.1553 ,9,0.0123 ,11 ,0.0193 ,,,,10.53322794,,15.53322794,,1.232870181,,1.926359658
城一5G朝阳国家会议中心大酒店1HM,116.381457,40.000198,,,,,35,0.3608 ,46 ,0.5704 ,,,,0,,0,,36.07720773,,57.04185805
城三5G海淀清华大学机械工程系1Z,116.324202,40.000166,,,381,0.3814 ,587,0.6643 ,762 ,0.9773 ,清华大学,,,0,,38.13766097,,66.43417387,,97.73068677
城一5G朝阳瑞德酒店门口1H,116.421553,40.000116,,,,,16,0.3362 ,20 ,0.5770 ,奥林匹克中心区,,,0,,0,,33.62229828,,57.70383047
城三5G海淀清华大学西门水磨社区1Z,116.307172,40.000068,0,0.0000 ,0,0.0250 ,0,0.0000 ,0 ,0.0000 ,清华大学,,,0,,2.5,,0,,0
城一5G朝阳世安家园1H,116.450157,39.999901,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城三5G海淀清华大学热能工程系1Z,116.319415,39.999862,,,125,0.2463 ,178,0.3705 ,240 ,0.5765 ,清华大学,,,0,,24.63454837,,37.04585834,,57.64523991
城三5G海淀北京林业大学4到6号楼飞视1Z,116.335923,39.999829,,,,,0,0.0000 ,0 ,0.0000 ,清华大学,,,0,,0,,0,,0
城三5G海淀北京林业大学1到3号楼绿园飞视1Z,116.336615,39.999808,,,,,0,0.0000 ,0 ,0.0000 ,清华大学,,,0,,0,,0,,0
城一5G朝阳景观大道南16号信息柱1H,116.387103,39.999805,,,,,802,0.6900 ,1054 ,1.0000 ,奥林匹克中心区,,,0,,0,,69,,100
城三5G海淀达园宾馆东1Z,116.295148,39.999801,0,0.0000 ,118,0.0905 ,215,0.2073 ,268 ,0.3104 ,,,,0,,9.053132948,,20.72703842,,31.03862632
城一5G朝阳关庄路口灯杆1H,116.428246,39.999649,,,,,201,0.3989 ,251 ,0.6290 ,奥林匹克中心区,,,0,,0,,39.88780987,,62.90432288
城三5G海淀新村小区西侧1Z,116.231802,39.999385,31,0.1521 ,134,0.1658 ,214,0.3462 ,277 ,0.5480 ,,,,15.21371833,,16.5824494,,34.61694579,,54.79530121
城一5G朝阳紫薇天悦西北灯杆1H,116.418832,39.999312,,,,,22,0.2254 ,28 ,0.3923 ,奥林匹克中心区,,,0,,0,,22.540974,,39.23495666
国家会议中心5G临时站5G2HL,116.383441,39.999297,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城三5G海淀圆明园南门停车场1Z,116.306543,39.999294,,,,,825,0.3503 ,1114 ,0.5222 ,清华大学,,,0,,0,,35.0313466,,52.2193429
城一5G朝阳宏泰东街阜安路1H,116.478559,39.999199,,,,,39,0.4638 ,52 ,0.7403 ,首都国贸CBD商务中心区,,,0,,0,,46.38045235,,74.0319568
城三5G海淀清华大学游泳馆1Z,116.314241,39.998902,,,137,0.1999 ,255,0.3156 ,318 ,0.5426 ,清华大学,,,0,,19.99188327,,31.55751417,,54.26252362
城一5G朝阳望京中福百货1H,116.457222,39.998888,416,0.1545 ,1407,0.3120 ,2169,0.6537 ,2931 ,0.9619 ,,,,15.44941134,,31.20494347,,65.37179704,,96.19101021
城一5G朝阳湖光北街西口南灯杆1H,116.451395,39.998881,,,,,27,0.3254 ,35 ,0.5498 ,首都国贸CBD商务中心区,,,0,,0,,32.53539934,,54.97606449
城三5G海淀东王庄小区飞视6Z,116.340442,39.998751,,,,,563,0.2835 ,781 ,0.4447 ,清华大学,,,0,,0,,28.34749928,,44.46590799
城一5G朝阳东窑村鑫源洗浴1H,116.597061,39.998569,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城三5G海淀达园宾馆1Z,116.292601,39.998371,0,0.0000 ,350,0.0996 ,620,0.1607 ,794 ,0.2846 ,,,,0,,9.959277592,,16.0730473,,28.45507883
城一5G朝阳金盏乡雷庄186号甲1H,116.590833,39.998333,,,275,0.3406 ,370,0.6008 ,528 ,0.8468 ,对外经贸大学,,,0,,34.06379388,,60.07947581,,84.67569972
城三5G海淀展春园小区飞视5Z,116.337309,39.998207,,,,,2549,0.4546 ,3491 ,0.6638 ,清华大学,,,0,,0,,45.46292093,,66.37560132
城三5G海淀香山四王府1Z,116.207435,39.998201,29,0.0000 ,49,0.3352 ,87,0.5281 ,110 ,0.8541 ,,,,0,,33.51785688,,52.80792643,,85.40940703
城一5G朝阳望京站北1H,116.446797,39.998106,,,,,1746,0.6006 ,2297 ,0.8723 ,,,,0,,0,,60.06003227,,87.22861753
城三5G海淀清华大学西1楼西1Z,116.310965,39.998073,,,671,0.1734 ,1053,0.2485 ,1315 ,0.3801 ,清华大学,,,0,,17.34461462,,24.84729754,,38.01073168
城一5G朝阳国家会议中心应急车京AF994挂HW26G,116.38497,39.998067,129,0.0607 ,,,,,1376 ,0.7662 ,,,,6.066421578,,0,,0,,76.61654294
城一5G朝阳中源科技大厦1HM,116.417779,39.998066,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
通州5G北窑上村2H,116.673271,39.997941,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城三5G海淀二里庄北里6号楼飞视1Z,116.360549,39.997923,,,,,26,0.0012 ,32 ,0.0020 ,,,,0,,0,,0.123435887,,0.19909014
城一5G朝阳皮村果园1H,116.621124,39.997881,,,,,3,0.5812 ,4 ,0.9384 ,对外经贸大学,,,0,,0,,58.11814519,,93.83832569
城三5G海淀地铁16号线西苑站2HS,116.286076,39.997869,67,0.0308 ,,,,,1739 ,0.3005 ,北京地铁16号线,,,3.079040391,,0,,0,,30.04857284
城一5G朝阳中国科学技术馆1HM,116.392292,39.997861,12,0.0337 ,15,0.1432 ,21,0.3222 ,28 ,0.5273 ,,,,3.371471526,,14.31755352,,32.2168624,,52.72517842
城一5G朝阳中国科学技术馆2HM,116.392292,39.997861,10,0.0063 ,17,0.1157 ,30,0.2671 ,39 ,0.3959 ,,,,0.630535556,,11.56522193,,26.71410712,,39.5915816
城一5G朝阳中国科学技术馆3HM,116.392292,39.997861,6,0.0036 ,13,0.0991 ,21,0.1678 ,28 ,0.2654 ,,,,0.355770709,,9.910701258,,16.77946475,,26.53651455
城三5G海淀东王庄小区飞视4Z,116.337577,39.997705,,,,,167,0.0805 ,225 ,0.1201 ,清华大学,,,0,,0,,8.045765709,,12.00860554
城一5G朝阳慧忠北路鸭王1H,116.399188,39.997643,555,0.2976 ,0,0.3326 ,0,0.0000 ,0 ,0.0000 ,奥林匹克中心区,,,29.75534918,,33.25534918,,0,,0
城三5G海淀东王庄小区飞视3Z,116.338411,39.997584,,,,,194,0.1207 ,251 ,0.1868 ,清华大学,,,0,,0,,12.07473103,,18.67818718
城一5G朝阳望京街物美东1H,116.47239,39.99757,,,,,17,0.3398 ,22 ,0.5829 ,奥林匹克中心区,,,0,,0,,33.97566523,,58.29277538
城一5G朝阳国家会议中心东灯杆1H,116.385299,39.997565,0,0.0000 ,117,0.0799 ,186,0.1179 ,254 ,0.1998 ,奥林匹克中心区,,,0,,7.992253085,,11.78760494,,19.98063271
城三5G海淀东王庄小区飞视2Z,116.334971,39.997534,,,,,296,0.0559 ,417 ,0.0887 ,,,,0,,0,,5.587224814,,8.868610815
城一5G朝阳融科橄榄城道路灯杆1H,116.48081,39.99753,,,,,17,0.4407 ,23 ,0.7270 ,首都国贸CBD商务中心区,,,0,,0,,44.07280633,,72.69807473
城一5G朝阳国家会议中心C区E区2HM,116.383712,39.997429,9,0.0111 ,,,,,259 ,0.5689 ,,,,1.108338778,,0,,0,,56.88534471
城一5G朝阳国家会议中心C区E区3HM,116.383712,39.997429,15,0.0239 ,,,,,224 ,0.7351 ,,,,2.386819263,,0,,0,,73.50577565
城一5G朝阳国家会议中心C区E区4HM,116.38371,39.99742,,,,,,,177 ,0.8381 ,,,,0,,0,,0,,83.81191027
城一5G朝阳国家会议中心C区E区5HM,116.38371,39.99742,,,,,,,24 ,0.2543 ,,,,0,,0,,0,,25.43287074
城一5G朝阳国家会议中心C区E区6HM,116.38371,39.99742,,,,,,,112 ,0.4485 ,,,,0,,0,,0,,44.85325747
城一5G朝阳国家会议中心C区E区7HM,116.38371,39.99742,,,,,,,65 ,0.4217 ,,,,0,,0,,0,,42.1679612
城一5G朝阳雷庄村西1H,116.575108,39.997391,,,,,3,0.4655 ,4 ,0.7547 ,对外经贸大学,,,0,,0,,46.54897866,,75.47456931
城一5G朝阳景观大道南13号信息柱1H,116.387179,39.997316,,,,,468,0.5408 ,659 ,0.8345 ,奥林匹克中心区,,,0,,0,,54.07855515,,83.45235629
城一5G朝阳小营北路路灯杆1H,116.429225,39.997005,,,,,12,0.3449 ,16 ,0.5915 ,奥林匹克中心区,,,0,,0,,34.48714606,,59.14524344
城三5G海淀清华寓园教工餐厅1Z,116.31317,39.99699,6,0.0055 ,55,0.0740 ,78,0.0935 ,110 ,0.1485 ,清华大学,,,0.553935636,,7.399446713,,9.353489179,,14.84680822
城三5G海淀东王庄小区飞视1Z,116.335238,39.996809,,,,,10640,0.5851 ,13468 ,0.9156 ,清华大学,,,0,,0,,58.51222315,,91.55726639
城一5G朝阳中国科学院附属实验学校科学园校区1HM,116.374971,39.99665,0,0.0000 ,3,0.0366 ,4,0.0780 ,5 ,0.1219 ,,,,0,,3.656964584,,7.801524447,,12.18988195
城一5G朝阳中科院附属小学南沙滩校区1HM,116.374971,39.99665,0,0.0000 ,1,0.0104 ,2,0.0183 ,2 ,0.0272 ,,,,0,,1.035365673,,1.82551316,,2.724646508
城一5G朝阳奥林匹克公园西北1H,116.390991,39.996506,,,,,22,0.3427 ,28 ,0.5426 ,奥林匹克中心区,,,0,,0,,34.26940341,,54.26062063
城一5G朝阳望京办公楼1HM,116.461111,39.996388,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城一5G朝阳望京办公楼2HM,116.461111,39.996388,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城一5G朝阳国家会议中心西南灯杆1H,116.381626,39.996356,,,,,1371,0.1328 ,1903 ,0.2231 ,奥林匹克中心区,,,0,,0,,13.28127214,,22.31448772
城三5G门头沟川底下1Z,115.639016,39.995966,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城一5G朝阳合生麒麟社1HM,116.471622,39.995807,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城三5G海淀矿业大学6ZM,116.341578,39.995783,,,,,,,38 ,0.0030 ,清华大学,,,0,,0,,0,,0.302039148
城一5G朝阳望京SOHO10HM,116.474679,39.995768,3,0.0039 ,74,0.2358 ,100,0.3133 ,142 ,0.5132 ,,,,0.390837407,,23.58161357,,31.33276489,,51.32184903
城一5G朝阳望京SOHO12HM,116.474679,39.995768,14,0.0018 ,195,0.0931 ,278,0.1306 ,396 ,0.2130 ,,,,0.181371644,,9.306530256,,13.05720505,,21.29879553
城一5G朝阳望京SOHO1HM,116.474679,39.995768,2,0.0004 ,59,0.1616 ,105,0.2769 ,134 ,0.4098 ,,,,0.038719125,,16.16278016,,27.68634084,,40.98048691
城一5G朝阳望京SOHO3HM,116.474679,39.995768,2,0.0067 ,35,0.0985 ,63,0.1145 ,79 ,0.1886 ,,,,0.669709747,,9.854098934,,11.4453982,,18.85666393
城一5G朝阳望京SOHO7HM,116.474679,39.995768,5,0.0010 ,65,0.1489 ,108,0.2817 ,149 ,0.4631 ,,,,0.100722362,,14.8926447,,28.17455386,,46.30881565
城一5G朝阳望京SOHO8HM,116.474679,39.995768,8,0.0016 ,166,0.2254 ,254,0.3131 ,352 ,0.5128 ,,,,0.161246051,,22.53965537,,31.30948306,,51.28489375
城三5G海淀北大营业厅1ZM,116.312723,39.995534,7,0.0000 ,48,0.0529 ,78,0.0575 ,101 ,0.0845 ,清华大学,,,0,,5.289903567,,5.748892199,,8.454253234
城一5G朝阳广顺北大街营业厅1HM,116.467503,39.995478,2,0.0069 ,6,0.0919 ,8,0.0097 ,11 ,0.0159 ,,,,0.686761327,,9.186761327,,0.969383968,,1.589154046
城三5G海淀五棵松篮球馆5ZM,116.308339,39.995465,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城三5G海淀五棵松篮球馆8ZM,116.308339,39.995465,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城三5G海淀东王庄小区飞视5Z,116.338325,39.995449,,,,,389,0.2145 ,512 ,0.3681 ,清华大学,,,0,,0,,21.45147961,,36.80570428
城三5G海淀华业大厦建行试验站1HM,116.327586,39.995327,1,0.2030 ,2,0.3700 ,3,0.4939 ,4 ,0.7999 ,清华大学,,,20.29803864,,36.99631804,,49.39484525,,79.99181786
城一5G朝阳景观大道西1H,116.385332,39.995029,,,,,0,0.0000 ,0 ,0.0000 ,,,,0,,0,,0,,0
城一5G朝阳中华女子学院北门路灯杆1H,116.42714,39.99501,,,,,90,0.4073 ,116 ,0.6955 ,奥林匹克中心区,,,0,,0,,40.73285165,,69.55475275
城一5G朝阳思源大厦1H,116.451811,39.994841,206,0.0651 ,,,21,0.5619 ,29 ,0.8288 ,首都国贸CBD商务中心区,,,6.512812838,,0,,56.18859331,,82.88201929
城三5G海淀北大赛克勒博物馆东1Z,116.300815,39.994712,31,0.0387 ,166,0.0827 ,268,0.1353 ,352 ,0.2235 ,清华大学,,,3.868220022,,8.271243805,,13.53056344,,22.35471299
城三5G海淀挂甲屯教养局广厦1Z,116.290986,39.994523,,,,,0,0.0000 ,0 ,0.0000 ,,,,0,,0,,0,,0
城一5G朝阳华鼎世家304号楼1H,116.468433,39.994419,0,0.0000 ,,,0,0.0000 ,0 ,0.0000 ,奥林匹克中心区,,,0,,0,,0,,0
城一5G朝阳名人国际大酒店1HM,116.400569,39.994415,,,,,58,0.1839 ,72 ,0.3029 ,,,,0,,0,,18.388006,,30.29375937
城一5G朝阳名人国际大酒店2HM,116.400569,39.994415,,,,,12,0.0732 ,15 ,0.1076 ,,,,0,,0,,7.31734464,,10.76080094
城三5G海淀香山路北辛村59号1Z,116.196946,39.994103,,,102,0.0804 ,145,0.0905 ,195 ,0.1459 ,,,,0,,8.044265596,,9.045907025,,14.59017262
城三5G海淀学院路30号科大天工大厦A座8层1ZM,116.362159,39.993962,40,0.0003 ,251,0.1110 ,387,0.1949 ,522 ,0.2969 ,,,,0.031552655,,11.09578401,,19.48850284,,29.69348237
城三5G海淀玉泉山西侧1Z,116.234843,39.993958,136,0.3817 ,1,0.3967 ,1,0.3588 ,1 ,0.5269 ,,,,38.16627758,,39.66627758,,35.882245,,52.68892142
通州5G宋庄绿色家园2期2H,116.675472,39.993953,,,,,1,0.6372 ,1 ,0.9379 ,,,,0,,0,,63.71742312,,93.79336683
城三5G海淀北语教学区1PAD1Z,116.344794,39.993823,,,,,0,0.0000 ,0 ,0.0000 ,清华大学,,,0,,0,,0,,0
城一5G朝阳景观大道南08号信息柱1H,116.387393,39.993808,,,,,903,0.6352 ,1219 ,0.9775 ,,,,0,,0,,63.51757117,,97.75389572
城三5G海淀文兴种鸽1Z,116.232364,39.993769,105,0.0000 ,388,0.2682 ,664,0.4646 ,922 ,0.7655 ,,,,0,,26.82338721,,46.460811,,76.54969516
城一5G朝阳国风北京609号楼1H,116.478668,39.993759,0,0.0000 ,,,0,0.0000 ,0 ,0.0000 ,首都国贸CBD商务中心区,,,0,,0,,0,,0
城一5G朝阳东高路与东窑路交口1H,116.59078,39.99375,,,0,0.0250 ,0,0.0350 ,0 ,0.0000 ,,,,0,,2.5,,3.5,,0
城一5G朝阳东苇路东盏旧货商城1H,116.562276,39.993739,,,223,0.3619 ,341,0.5382 ,454 ,0.8566 ,对外经贸大学,,,0,,36.1901037,,53.82196902,,85.65932659
城一5G朝阳鸟巢东北角1H,116.392739,39.993415,,,,,21,0.3683 ,29 ,0.5563 ,,,,0,,0,,36.82594814,,55.62639432
城一5G朝阳湖光桥西侧1H,116.435593,39.993178,,,,,799,0.6598 ,1065 ,0.9997 ,奥林匹克中心区,,,0,,0,,65.9781592,,99.96740179
城三5G海淀志联盛公司楼顶1Z,116.359116,39.993029,0,0.0000 ,519,0.1688 ,914,0.2343 ,1235 ,0.4071 ,,,,0,,16.87856333,,23.42855897,,40.71426494
城一5G朝阳安慧里1H,116.402962,39.99292,0,0.0000 ,,,0,0.0000 ,0 ,0.0000 ,奥林匹克中心区,,,0,,0,,0,,0
城一5G朝阳鸟巢东侧路灯杆1H,116.392663,39.992747,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城一5G朝阳国风北京604号楼1H,116.481918,39.992657,0,0.0000 ,,,0,0.0000 ,0 ,0.0000 ,,,,0,,0,,0,,0
城三5G海淀北京语言大学5-8号宿舍楼1Z,116.338672,39.992526,,,,,0,0.0000 ,0 ,0.0000 ,清华大学,,,0,,0,,0,,0
城一5G朝阳元素酒店1H,116.420555,39.992501,161,0.0375 ,,,1442,0.3741 ,1922 ,0.5820 ,奥林匹克中心区,,,3.753225241,,0,,37.40918694,,58.19573779
城三5G海淀北语10-15号楼2Z,116.337669,39.992447,,,,,48,0.0570 ,60 ,0.0935 ,清华大学,,,0,,0,,5.700582077,,9.345216519
城三5G海淀北语5-8号楼1Z,116.343567,39.992324,,,,,27,0.0274 ,37 ,0.0456 ,清华大学,,,0,,0,,2.736762065,,4.561270108
城三5G海淀北语教学区2Z,116.343519,39.992265,,,,,0,0.0000 ,0 ,0.0000 ,清华大学,,,0,,0,,0,,0
城一5G朝阳中华女子学院南门路灯杆1H,116.42878,39.99225,,,,,701,0.5379 ,876 ,0.8983 ,奥林匹克中心区,,,0,,0,,53.79351884,,89.82544071
城三5G海淀西苑桥东南1Z,116.291221,39.992121,,,,,0,0.0000 ,0 ,0.0000 ,,,,0,,0,,0,,0
城一5G朝阳北京欣江峰市政公司1H,116.60646,39.99195,,,343,0.3390 ,475,0.5680 ,659 ,0.8892 ,对外经贸大学,,,0,,33.90098193,,56.7990223,,88.92157277
城一5G朝阳亚运村宾馆1HM,116.400278,39.991944,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城一5G朝阳亚运村宾馆2HM,116.400278,39.991944,,,,,,,24 ,0.3025 ,,,,0,,0,,0,,30.2526523
城一5G朝阳亚运村宾馆3HM,116.400278,39.991944,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城一5G朝阳亚运村宾馆4HM,116.400278,39.991944,,,,,,,39 ,0.0433 ,,,,0,,0,,0,,4.332310682
城一5G朝阳亚运村宾馆5HM,116.400278,39.991944,,,,,,,15 ,0.0237 ,,,,0,,0,,0,,2.371685638
城一5G朝阳亚运村宾馆6HM,116.400278,39.991944,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城一5G朝阳亚运村宾馆7HM,116.400278,39.991944,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城一5G朝阳亚运村宾馆8HM,116.400278,39.991944,,,,,,,22 ,0.0049 ,,,,0,,0,,0,,0.492831665
城一5G朝阳亚运村宾馆9HM,116.400278,39.991944,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城一5G朝阳草场地村南1H,116.502222,39.991944,68,0.0704 ,9,0.3410 ,14,0.5457 ,19 ,0.8683 ,,,,7.043117067,,34.10196765,,54.57380316,,86.83406744
城一5G朝阳安慧里一区12号1H,116.408462,39.991703,0,0.0000 ,,,0,0.0000 ,0 ,0.0000 ,,,,0,,0,,0,,0
城三5G海淀北医动感品牌店1ZM,116.367581,39.991688,1,0.0000 ,0,0.0250 ,0,0.0000 ,0 ,0.0001 ,,,,0.000190396,,2.502349223,,0.003437888,,0.005729813
城三5G海淀香山展厅及办公楼1ZM,116.198205,39.991687,160,0.0013 ,6,0.0265 ,10,0.0023 ,13 ,0.0036 ,,,,0.130130335,,2.647647145,,0.234074742,,0.360114988
城三5G海淀北大附中实验学校1ZM,116.295789,39.991573,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城三5G海淀北京科技大学广厦2Z,116.352763,39.991567,,,,,9,0.0085 ,12 ,0.0126 ,,,,0,,0,,0.845216897,,1.261517757
城三5G海淀北京科技大学广厦1Z,116.353546,39.991562,,,,,0,0.0000 ,0 ,0.0000 ,,,,0,,0,,0,,0
城一5G朝阳中国音乐学院东1H,116.374096,39.991404,,,,,,,0 ,0.0000 ,奥林匹克中心区,,,0,,0,,0,,0
城一5G朝阳中航国际大厦1HM,116.393906,39.991403,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城三5G海淀北京科技大学广厦3Z,116.353583,39.991239,,,,,10,0.0023 ,13 ,0.0038 ,,,,0,,0,,0.229782702,,0.38297117
城一5G朝阳成慧路路灯杆1H,116.42739,39.99109,,,,,219,0.5045 ,280 ,0.7349 ,,,,0,,0,,50.44567487,,73.49382124
城三5G海淀北京科技大学广厦6Z,116.356673,39.991086,,,,,29,0.0021 ,38 ,0.0032 ,,,,0,,0,,0.209624311,,0.322498941
城一5G朝阳西门子展厅1HM,116.478809,39.990928,0,0.0000 ,0,0.0000 ,0,0.0000 ,0 ,0.0000 ,,,,0,,0,,0,,0
城一5G朝阳皮村合作社西南1H,116.627984,39.990914,,,,,165,0.5162 ,208 ,0.7972 ,,,,0,,0,,51.61504876,,79.71977084
城一5G朝阳皮村合作社1H,116.62798,39.99091,,,49,0.2013 ,87,0.3169 ,110 ,0.4807 ,,,,0,,20.13047014,,31.68604376,,48.06771142
城三5G门头沟龙泉务北侧1Z,116.076102,39.990909,,,768,0.3546 ,1084,0.6543 ,1505 ,0.9989 ,,,,0,,35.45752223,,65.42767298,,99.88519521
城一5G朝阳东亚望京中心2HM,116.466882,39.990904,,,,,,,52 ,0.0891 ,,,,0,,0,,0,,8.912634659
城一5G朝阳东亚望京中心3HM,116.466882,39.990904,,,,,,,41 ,0.1444 ,,,,0,,0,,0,,14.43828032
城一5G朝阳东亚望京中心5HM,116.466882,39.990904,,,,,,,34 ,0.0977 ,,,,0,,0,,0,,9.766828881
城三5G海淀买卖街香山停车场1Z,116.195082,39.990746,,,,,0,0.0000 ,0 ,0.0000 ,,,,0,,0,,0,,0
城三5G海淀北京科技大学广厦5Z,116.356102,39.990716,,,,,7,0.0154 ,8 ,0.0257 ,,,,0,,0,,1.544405305,,2.574008842
城一5G朝阳白家庄小学新城校区1HM,116.466261,39.990639,0,0.0000 ,0,0.0250 ,0,0.0000 ,0 ,0.0000 ,,,,0,,2.5,,0,,0
城一5G朝阳东亚望京营业厅1HM,116.466604,39.990618,2,0.0003 ,3,0.0381 ,4,0.0228 ,5 ,0.0374 ,,,,0.030081584,,3.808466006,,2.280469325,,3.738474304
城三5G海淀北京科技大学广厦4Z,116.354841,39.990423,,,,,6,0.0044 ,8 ,0.0068 ,,,,0,,0,,0.442949476,,0.681460732
城一5G朝阳将台乡东侧1H,116.500003,39.990274,323,0.0950 ,2021,0.2963 ,3010,0.5749 ,4299 ,0.9433 ,,,,9.501899863,,29.62964992,,57.48600895,,94.3322725
城三5G海淀北京大学学五食堂东侧1Z,116.300485,39.989768,,,,,5,0.2137 ,6 ,0.3389 ,,,,0,,0,,21.37040527,,33.89455344
朝阳望京凯越酒店5GHLM,116.468428,39.989718,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城一5G朝阳望京街8号利星行4HM,116.468428,39.989718,,,,,,,166 ,0.6562 ,,,,0,,0,,0,,65.62028355
城三5G海淀奥运北科大北侧1Z,116.356231,39.989551,0,0.0000 ,0,0.0000 ,0,0.0000 ,0 ,0.0000 ,,,,0,,0,,0,,0
城一5G朝阳东北五环外环K51H,116.502527,39.989419,402,0.1254 ,2361,0.2888 ,3178,0.5882 ,4539 ,0.9495 ,,,,12.53705357,,28.88328704,,58.81709636,,94.947772
城三5G海淀华清嘉园21号楼1Z,116.328392,39.989349,0,0.0000 ,,,423,0.0979 ,564 ,0.1659 ,清华大学,,,0,,0,,9.785475497,,16.59303923
城三5G海淀地质大学办公楼1ZM,116.340171,39.989298,,,,,,,12 ,0.0005 ,清华大学,,,0,,0,,0,,0.048200999
城三5G海淀地质大学宿舍楼2ZM,116.340171,39.989298,,,,,75,0.0152 ,93 ,0.0245 ,清华大学,,,0,,0,,1.517894904,,2.448217587
