name,lng,lat,1M5g_yonghushu,1M5g_zhuliubi222,6M5g_yonghushu,6M5g_zhuliubi222,9M5g_yonghushu,9M5g_zhuliubi222,12M5g_yonghushu,12M5g_zhuliubi222,归属区域名称,,,1M5g_zhuliubi,,6M5g_zhuliubi,,9M5g_zhuliubi,,12M5g_zhuliubi
城二5G东城北二环主路T20506小灯杆1H,116.414008,39.947864,,,3708,0.2500 ,6311,0.3530 ,7888 ,0.5854 ,,,,0,,25.0027539,,35.29684736,,58.54330219
城一5G朝阳四季星河西路1H,116.514992,39.926908,25,0.1103 ,168,0.2260 ,281,0.4198 ,390 ,0.6512 ,,,,11.03357763,,22.59537651,,41.98094188,,65.12263921
城二5G丰台宛平环卫所南侧1Z,116.257501,39.868611,847,0.1762 ,4364,0.3872 ,6637,0.5645 ,9091 ,0.9575 ,北京红莲商务中心,,,17.61745268,,38.71649562,,56.4521366,,95.75356099
城一5G朝阳国展北侧共联通1H,116.444073,39.964215,739,0.0696 ,4340,0.2309 ,6699,0.5054 ,9434 ,0.7363 ,对外经贸大学,,,6.95532653,,23.08933969,,50.54179261,,73.6311323
房山5G窦店京港澳窦店环岛西南1Z,116.069576,39.644644,,,1754,0.4036 ,2798,0.6910 ,3730 ,0.9514 ,,,,0,,40.36024777,,69.09584872,,95.13692674
城二5G丰台新宫家园1区2号楼东侧1Z,116.359741,39.808296,314,0.1171 ,899,0.3287 ,1634,0.5910 ,2041 ,0.9106 ,,,,11.70769643,,32.8725189,,59.10246422,,91.06433972
城一5G朝阳北辰时代大厦1H,116.401025,39.990362,433,0.2363 ,2473,0.2986 ,4255,0.6457 ,5750 ,0.9503 ,对外经贸大学,,,23.63266142,,29.8607168,,64.57240785,,95.03247514
昌平5G碧水庄园东南1Z,116.303061,40.117975,,,,,0,0.0000 ,0 ,0.0000 ,,,,0,,0,,0,,0
城二5G丰台槐树岭1号院东1Z,116.177699,39.855221,,,906,0.2943 ,1460,0.5056 ,1847 ,0.8593 ,,,,0,,29.43470432,,50.55784053,,85.92973422
城一5G朝阳清河路与滨河路口1H,116.4043,40.04499,,,,,6575,0.6116 ,8429 ,0.8879 ,,,,0,,0,,61.15521819,,88.79316884
城二5G西城民族饭店实验站1Z,116.360164,39.906731,,,,,,,0 ,0.0000 ,金融街,,,0,,0,,0,,0
城二5G西城金城坊街T20004小灯杆1Z,116.355863,39.915359,,,,,0,0.0000 ,0 ,0.0000 ,金融街,,,0,,0,,0,,0
城二5G西城人民团体办公楼1Z,116.356603,39.943937,0,0.0000 ,0,0.0000 ,0,0.0000 ,0 ,0.0000 ,,,,0,,0,,0,,0
顺义5G北务服务区东北角1H,116.83064,40.05464,,,,,748,0.6623 ,1068 ,0.9743 ,,,,0,,0,,66.22595189,,97.42891578
城一5G朝阳垡头滤清器厂1H,116.504444,39.861111,149,0.1399 ,0,0.1749 ,0,0.0000 ,0 ,0.0000 ,北京工业大学,,,13.98850594,,17.48850594,,0,,0
城三5G海淀龙翔路小区东区3号楼1Z,116.369187,39.980113,5,0.0103 ,17,0.0668 ,29,0.1459 ,38 ,0.2228 ,,,,1.029299311,,6.683270889,,14.59429874,,22.27756963
城二5G丰台马家楼桥东南1Z,116.342241,39.828311,,,,,5300,0.6414 ,7360 ,0.9722 ,,,,0,,0,,64.13864783,,97.22186243
城一5G朝阳连年福7号公寓1H,116.456863,39.832987,,,,,5489,0.5349 ,7037 ,0.8256 ,,,,0,,0,,53.49070727,,82.56167768
大兴5G畜牧机械厂南1H,116.41331,39.76664,,,,,3706,0.4908 ,4812 ,0.8209 ,,,,0,,0,,49.07601691,,82.09183101
城三5G海淀潮好味酒楼1Z,116.275602,40.000966,83,0.0859 ,510,0.2767 ,790,0.4322 ,1000 ,0.7020 ,,,,8.589999411,,27.67423425,,43.22307257,,70.19535329
城二5G丰台公园懿府5号楼1Z,116.364165,39.790184,39,0.0000 ,0,0.0000 ,0,0.0000 ,0 ,0.0000 ,,,,0,,0,,0,,0
城二5G丰台广丰苑宾馆1Z,116.27602,39.87264,427,0.2365 ,2263,0.3789 ,3640,0.5760 ,4918 ,0.9607 ,北京红莲商务中心,,,23.65356779,,37.88690892,,57.60003522,,96.06563151
城一5G朝阳三元桥移动办公楼1H,116.452395,39.958715,109,0.0940 ,2925,0.3133 ,4387,0.4954 ,6093 ,0.7221 ,,,,9.404440497,,31.3261219,,49.5435365,,72.20505214
城三5G海淀清华西路1Z,116.304201,39.998374,,,,,415,0.4269 ,560 ,0.6332 ,清华大学,,,0,,0,,42.69137652,,63.32083553
房山5G青龙湖窦各庄1Z,116.0616835,39.773331,,,109,0.3408 ,167,0.6054 ,221 ,0.9616 ,,,,0,,34.07768833,,60.53978521,,96.15591439
城二5G西城西二环辅路T30481小灯杆1Z,116.349609,39.924953,,,,,4945,0.4184 ,6422 ,0.6393 ,金融街,,,0,,0,,41.83516364,,63.93308006
城二5G西城宁波宾馆1Z,116.37444,39.90016,28,0.0509 ,4,0.1483 ,6,0.2218 ,7 ,0.3738 ,,,,5.087764314,,14.83126581,,22.17671569,,37.3817995
城二5G西城西直门桥南1Z,116.35016,39.93433,,,4957,0.3547 ,7688,0.5741 ,10116 ,0.9575 ,,,,0,,35.47009796,,57.40766599,,95.75027212
城一5G朝阳新源街43号楼1H,116.448179,39.949004,437,0.1001 ,3698,0.2519 ,6427,0.4444 ,8804 ,0.7213 ,,,,10.01131989,,25.18777577,,44.44134794,,72.12912371
城二5G丰台南苑物资采购站招待所1Z,116.378949,39.801087,0,0.0000 ,79,0.2748 ,126,0.5335 ,179 ,0.9058 ,,,,0,,27.48422686,,53.34542536,,90.57570893
城三5G海淀复兴路81号院1Z,116.262398,39.906651,,,,,1232,0.2865 ,1642 ,0.4426 ,,,,0,,0,,28.65169992,,44.25626854
房山5G燕山石化1Z,115.931152,39.745259,,,,,91,0.4396 ,117 ,0.7251 ,,,,0,,0,,43.95521627,,72.50841334
城三5G海淀八里庄北侧1Z,116.292893,39.924203,7,0.2736 ,,,,,0 ,0.0000 ,,,,27.36217821,,0,,0,,0
大兴5G九龙山庄东门1H,116.339481,39.801041,672,0.2619 ,3302,0.2772 ,5409,0.5326 ,7024 ,0.8347 ,,,,26.18838411,,27.7159685,,53.25822722,,83.47419572
城二5G崇文龙潭书院1H,116.432216,39.876313,129,0.2175 ,405,0.3508 ,708,0.5102 ,919 ,0.8128 ,北京龙潭湖景区,,,21.74656372,,35.07748557,,51.02131281,,81.28330127
大兴5G瀛海1H,116.450361,39.765528,,,,,10,0.4143 ,13 ,0.6630 ,,,,0,,0,,41.43346796,,66.30229368
大兴5G龙熙房产1H,116.320341,39.730631,190,0.1616 ,766,0.2666 ,1357,0.5239 ,1739 ,0.8047 ,,,,16.16396289,,26.66423094,,52.39092337,,80.46923125
通州5G园中园金融街3号楼2H,116.63366,39.9433,,,,,151,0.5549 ,190 ,0.8070 ,首都副中心5G示范区,,,0,,0,,55.48964147,,80.69948781
城二5G丰台老庄子四号院1Z,116.24756,39.82124,,,,,5,0.2818 ,6 ,0.4229 ,首都经济贸易科技园区,,,0,,0,,28.17710655,,42.28566166
城二5G崇文长保大厦侧楼1H,116.431722,39.891176,334,0.0945 ,1764,0.2710 ,3018,0.3939 ,3919 ,0.6214 ,北京龙潭湖景区,,,9.449444959,,27.10078312,,39.39406911,,62.14472171
城三5G海淀北医三院9ZM,116.354226,39.981045,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城一5G朝阳纺织科学研究所1H,116.473611,39.921944,401,0.1276 ,,,4299,0.4565 ,5441 ,0.7648 ,首都国贸CBD商务中心区,,,12.76084164,,0,,45.65232308,,76.47921817
城二5G丰台南宫温泉度假酒店1Z,116.148181,39.803673,,,,,336,0.5353 ,425 ,0.8655 ,,,,0,,0,,53.52739759,,86.55142474
城一5G朝阳西北门村南侧1H,116.547397,39.970863,65,0.1670 ,,,503,0.5500 ,718 ,0.9033 ,,,,16.69833006,,0,,55.00274804,,90.32701297
城三5G海淀长城润滑油汽车服务中心1Z,116.27609,40.02554,176,0.0346 ,822,0.2157 ,1353,0.4821 ,1712 ,0.7689 ,,,,3.455777828,,21.56837765,,48.212539,,76.89459218
延庆5G格兰山水西北侧2Z,115.961601,40.46907,,,2,0.2407 ,3,0.2976 ,3 ,0.5127 ,北京延庆世园会区域,,,0,,24.07090536,,29.76120714,,51.26867857
城一5G朝阳国贸饭店1H,116.45232,39.9102,,,1805,0.2812 ,2563,0.4895 ,3609 ,0.7136 ,首都国贸CBD商务中心区,,,0,,28.116921,,48.95222289,,71.36031842
顺义5G枫桥别墅1H,116.660277,40.150277,,,,,609,0.5837 ,845 ,0.8481 ,,,,0,,0,,58.37024129,,84.81463041
顺义5G古城北1H,116.490137,40.108147,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
大兴5G亦庄北大双极1H,116.514667,39.794556,68,0.1315 ,485,0.3123 ,764,0.5316 ,1076 ,0.7793 ,,,,13.14646544,,31.23099174,,53.15510627,,77.93093272
顺义5G首都机场T3停车楼B2层C2区5HM,116.61067,40.05102,,,,,920,0.6370 ,1243 ,0.9514 ,,,,0,,0,,63.69801972,,95.14414664
城三5G海淀永金里小区1Z,116.264383,39.919887,31,0.2333 ,136,0.2335 ,205,0.4372 ,288 ,0.7099 ,,,,23.32542488,,23.34630619,,43.72335115,,70.98944627
城二5G崇文祈年大街新世界酒店1H,116.406401,39.897567,340,0.0945 ,1884,0.2311 ,2609,0.4465 ,3623 ,0.7133 ,天安门,,,9.453718792,,23.1108438,,44.64819366,,71.32530259
城三5G海淀双龙4S店1Z,116.3464,39.9853,228,0.1846 ,2947,0.2268 ,4727,0.5126 ,6139 ,0.7799 ,清华大学,,,18.46113324,,22.67803077,,51.25574392,,77.99364764
房山5G大石窝京昆后石门东北1Z,115.818274,39.589923,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城一5G朝阳东坝朝新嘉园一区1H,116.550391,39.948781,113,0.1858 ,484,0.2943 ,678,0.5914 ,968 ,0.8592 ,,,,18.57904085,,29.43077047,,59.14316481,,85.91880687
城三5G海淀枫丹丽舍小区东北1Z,116.359063,40.064441,,,,,489,0.2559 ,643 ,0.3910 ,,,,0,,0,,25.5904292,,39.10357236
城一5G朝阳农光南路19号楼1H,116.469225,39.878795,218,0.1156 ,1430,0.1955 ,1925,0.4390 ,2749 ,0.7015 ,北京工业大学,,,11.55714746,,19.54528144,,43.8966004,,70.15093813
城三5G海淀中关村军民融合产业园1Z,116.2714,39.949385,259,0.0854 ,2074,0.2700 ,3068,0.4810 ,4321 ,0.7125 ,,,,8.535943274,,27.00057923,,48.10092677,,71.25144808
大兴5G旧宫城铁站东1H,116.456655,39.805299,331,0.1581 ,2810,0.3426 ,4496,0.5919 ,5620 ,0.8721 ,北京小红门商圈,,,15.80705296,,34.25716097,,59.18818202,,87.21258772
城三5G海淀中科院生态所西门ZTE26G,116.336068,40.007815,182,0.0681 ,434,0.1633 ,673,0.3801 ,922 ,0.5572 ,清华大学,,,6.810355193,,16.33191941,,38.00732372,,55.72474817
顺义5G双河大街顺通路1H,116.657991,40.093811,47,0.0279 ,212,0.0993 ,375,0.2355 ,480 ,0.3008 ,,,,2.794806711,,9.925839952,,23.55481202,,30.07830289
城三5G海淀蓝靛厂路多径杆1Z,116.276291,39.965125,,,,,4609,0.3224 ,6064 ,0.5450 ,,,,0,,0,,32.24252697,,54.49594585
城一5G朝阳顺白路吉祥寺桥西1H,116.472954,40.039623,597,0.1778 ,3618,0.3549 ,5078,0.5709 ,6956 ,0.9077 ,,,,17.78177458,,35.49279095,,57.09312161,,90.77050251
城一5G朝阳东大桥路45号楼1H,116.44334,39.91175,,,1286,0.1916 ,2242,0.2687 ,2989 ,0.4223 ,首都国贸CBD商务中心区,,,0,,19.15906047,,26.8720463,,42.23037318
城一5G朝阳团结湖中路北二条1H,116.464924,39.925963,44,0.0431 ,8,0.1691 ,13,0.2574 ,17 ,0.4383 ,朝阳公园高端住宅区,,,4.306206029,,16.90874229,,25.73650667,,43.8303388
城二5G东城黄化门社区委员会1H,116.394313,39.929023,26,0.0691 ,44,0.1191 ,82,0.0742 ,103 ,0.1197 ,天安门,,,6.908804046,,11.90880405,,7.418695755,,11.96563831
城一5G朝阳江南山水1H,116.467408,39.825681,,,162,0.3000 ,279,0.5031 ,366 ,0.7436 ,北京小红门商圈,,,0,,29.99937417,,50.30658508,,74.35736968
城一5G朝阳华伦大厦南侧1H,116.430757,39.988138,912,0.1203 ,5855,0.3056 ,8495,0.5156 ,11479 ,0.8212 ,对外经贸大学,,,12.02791715,,30.5624851,,51.55552906,,82.11801416
城一5G朝阳京伦饭店1H,116.448602,39.907672,0,0.0000 ,4198,0.2444 ,6503,0.4587 ,8231 ,0.6893 ,首都国贸CBD商务中心区,,,0,,24.43738916,,45.87477831,,68.93349752
大兴5G立垡村1H,116.255335,39.773261,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城三5G海淀铁家坟1Z,116.246051,39.916652,284,0.1619 ,,,1272,0.5770 ,1651 ,0.8385 ,,,,16.18885719,,0,,57.6970278,,83.85289685
房山5G张坊京昆南白岱出口1Z,115.749421,39.554661,,,406,0.4109 ,705,0.5862 ,964 ,0.9464 ,,,,0,,41.08604358,,58.62046102,,94.63565241
通州5G白庙2H,116.759178,39.936103,,,1753,0.3542 ,2529,0.5607 ,3371 ,0.9059 ,,,,0,,35.42370349,,56.07087683,,90.58869338
城三5G海淀中兴大厦1Z,116.363116,39.977823,123,0.0934 ,0,0.1684 ,0,0.0000 ,0 ,0.0000 ,,,,9.34194604,,16.84194604,,0,,0
平谷5G联通侯家庄1H,117.07087,40.08725,,,236,0.4103 ,393,0.6043 ,523 ,0.9450 ,首都东部绿色生态谷,,,0,,41.02593905,,60.4263564,,94.50208677
城三5G海淀朱房村东1Z,116.323106,40.027727,,,,,1150,0.5238 ,1619 ,0.7850 ,,,,0,,0,,52.3797029,,78.49956309
城一5G朝阳东辛店村南1H,116.488888,40.003888,499,0.0925 ,2877,0.2392 ,4513,0.5333 ,5641 ,0.7702 ,对外经贸大学,,,9.251220575,,23.91623568,,53.33247136,,77.018896
城二5G丰台老庄子苗圃北段1Z,116.220881,39.840731,285,0.2632 ,1985,0.2540 ,3263,0.5362 ,4409 ,0.8152 ,,,,26.31963144,,25.40313729,,53.62152116,,81.52465844
城二5G丰台海子公园东北角1Z,116.34718,39.81455,206,0.4079 ,967,0.4229 ,1470,0.4990 ,1933 ,0.7596 ,,,,40.79211576,,42.29211576,,49.89652187,,75.96495802
城二5G西城蝶翠华庭1Z,116.32921,39.89367,,,,,0,0.0000 ,0 ,0.0000 ,北京牛街回民区,,,0,,0,,0,,0
城三5G海淀北京外国语大学西院教工住宅16号楼1Z,116.298706,39.952981,30,0.1069 ,,,359,0.5667 ,512 ,0.8738 ,,,,10.68989869,,0,,56.67023422,,87.37914275
城三5G海淀天佑大厦南侧1Z,116.32254,39.89912,527,0.0913 ,3354,0.2476 ,4996,0.4203 ,7136 ,0.6422 ,金融街,,,9.129525361,,24.7603995,,42.02558828,,64.21729594
城二5G西城三义东里3号楼1Z,116.327321,39.887596,411,0.1860 ,2351,0.2939 ,3833,0.5885 ,5109 ,0.9653 ,北京红莲商务中心,,,18.60248439,,29.38949772,,58.84840183,,96.52968037
城二5G西城复兴门内大街45号院2号楼1Z,116.365338,39.906992,69,0.0648 ,835,0.2464 ,1391,0.4280 ,1853 ,0.6953 ,金融街,,,6.477136046,,24.64014641,,42.80380069,,69.52984237
城一5G朝阳安贞路南口1H,116.395001,39.970277,210,0.0955 ,1193,0.3795 ,1936,0.5190 ,2651 ,0.8397 ,对外经贸大学,,,9.5486581,,37.94635494,,51.90046275,,83.9689885
城一5G朝阳垡头华新1H,116.513333,39.85985,161,0.0998 ,556,0.1741 ,976,0.3459 ,1235 ,0.5560 ,,,,9.978873526,,17.40545769,,34.58674389,,55.60428733
城二5G东城左安门内大街甲1号楼铁通1H,116.433147,39.873612,,,,,907,0.5855 ,1259 ,0.8507 ,北京龙潭湖景区,,,0,,0,,58.55041208,,85.07201726
顺义5G高丽营水坡村天北路东1H,116.528934,40.131372,,,,,,,0 ,0.0000 ,,,,0,,0,,0,,0
城一5G朝阳大屯北路以北安立路1H,116.401129,40.005434,238,0.1632 ,1263,0.3814 ,2262,0.6206 ,2937 ,0.9009 ,奥林匹克中心区,,,16.31554752,,38.1393382,,62.0625835,,90.08940501
城一5G朝阳昆泰酒店北1H,116.485875,40.007172,438,0.0691 ,3389,0.3081 ,4917,0.5913 ,6644 ,0.8975 ,对外经贸大学,,,6.911371702,,30.80939448,,59.13137307,,89.74831801
城三5G海淀太平路西口1Z,116.247592,39.898595,149,0.2591 ,835,0.2641 ,1379,0.4109 ,1941 ,0.7014 ,,,,25.90897315,,26.40897315,,41.08592275,,70.14320459
城二5G西城六铺炕街中国石油1Z,116.385544,39.951845,190,0.0000 ,1043,0.2616 ,1618,0.4151 ,2128 ,0.6747 ,,,,0,,26.16245432,,41.50572249,,67.46940078
通州5G雅轩公寓西2H,116.71741,39.94319,,,,,1155,0.5982 ,1604 ,0.8815 ,,,,0,,0,,59.82132568,,88.14684881
通州5G马驹桥玉林烤鸭店2H,116.551281,39.756708,,,,,1051,0.3224 ,1313 ,0.5276 ,,,,0,,0,,32.24146784,,52.76423467
昌平5G冠华苑1Z,116.400383,40.116676,,,,,564,0.5613 ,705 ,0.8527 ,,,,0,,0,,56.12760173,,85.26507722
房山5G十渡东湖港景区西南1Z,115.515813,39.667291,,,35,0.4125 ,52,0.5865 ,68 ,0.9941 ,,,,0,,41.24837934,,58.64890141,,99.41483568
密云5G下场峪1H,117.13401,40.50727,,,279,0.3600 ,471,0.5713 ,619 ,0.9376 ,首都密云生态涵养典范区,,,0,,36.00378158,,57.13086145,,93.75945396
城一5G朝阳分公司1HM,116.45208,39.95788,,,,,,,179 ,0.4937 ,,,,0,,0,,0,,49.37002293
大兴5G亦庄新华印刷厂1H,116.51326,39.7623,,,,,544,0.4050 ,725 ,0.6194 ,,,,0,,0,,40.50061498,,61.94121638
城二5G丰台连山岗中澳广场1Z,116.18689,39.833847,,,143,0.2725 ,265,0.3540 ,339 ,0.5967 ,,,,0,,27.25417881,,35.39783881,,59.66858821
昌平5G天伦随园南1Z,116.255747,40.230819,,,,,371,0.5363 ,487 ,0.8536 ,昌平京北高生态疗养区,,,0,,0,,53.63311013,,85.36423458
城三5G海淀北京一零一中学多径杆2Z,116.296892,39.999874,,,,,0,0.0000 ,0 ,0.0000 ,,,,0,,0,,0,,0
延庆5G外炮3Z,115.925612,40.358863,,,277,0.2543 ,497,0.4227 ,629 ,0.6979 ,,,,0,,25.42616119,,42.26919983,,69.78903199
城一5G朝阳恒通商务BOE1H,116.484431,39.97551,183,0.1247 ,,,2539,0.5072 ,3173 ,0.8341 ,首都国贸CBD商务中心区,,,12.46807144,,0,,50.71654472,,83.41378181
密云5G西大桥1H,116.82057,40.3575,,,244,0.3412 ,394,0.5270 ,554 ,0.8951 ,首都密云生态涵养典范区,,,0,,34.11770895,,52.7043929,,89.5073215
大兴5G郁花园三里2号楼1H,116.32778,39.77103,,,,,0,0.0000 ,0 ,0.0000 ,,,,0,,0,,0,,0
城二5G西城瑞德大厦1H,116.384444,39.969444,162,0.0491 ,594,0.3539 ,880,0.5550 ,1188 ,0.8189 ,对外经贸大学,,,4.912782224,,35.39316307,,55.50305361,,81.88848349
城一5G朝阳左安路1H,116.443755,39.873913,182,0.1495 ,728,0.2230 ,1099,0.4443 ,1485 ,0.7099 ,北京协和医院,,,14.95289402,,22.29728412,,44.43420612,,70.99094707
城二5G丰台玉泉营桥绿地1Z,116.338261,39.848315,527,0.0000 ,4073,0.2501 ,5750,0.5715 ,7986 ,0.8552 ,北京红莲商务中心,,,0,,25.0107027,,57.15250914,,85.5183958
平谷5G马坊收费站东1H,117.008,40.0687,,,539,0.4433 ,761,0.6597 ,1056 ,0.9848 ,首都东部绿色生态谷,,,0,,44.33192188,,65.96751563,,98.48164063
通州5G乔庄东区2H,116.682486,39.894505,,,,,,,0 ,0.0000 ,首都副中心5G示范区,,,0,,0,,0,,0
城三5G石景山远洋沁山水10号楼1Z,116.243811,39.900871,,,,,743,0.6400 ,990 ,1.0000 ,,,,0,,0,,64,,100
房山5G良乡理工大学东校区东1Z,116.172206,39.732614,,,229,0.3180 ,357,0.5718 ,457 ,0.8556 ,北京良乡大学城,,,0,,31.80090704,,57.17949107,,85.55807511
怀柔5G市政管委1H,116.63938,40.32896,,,345,0.2106 ,525,0.3449 ,749 ,0.5143 ,雁栖湖APEC峰会中心,,,0,,21.05679962,,34.48510701,,51.42769132
城三5G海淀同庆街牙颐和园牌坊1Z,116.278062,39.997252,662,0.3560 ,372,0.3910 ,576,0.4272 ,728 ,0.6094 ,,,,35.59879621,,39.09879621,,42.72285847,,60.94372496
城一5G朝阳安立路景藏公园东门1H,116.405199,40.036877,533,0.2333 ,,,6497,0.6426 ,8329 ,0.9598 ,,,,23.32794932,,0,,64.26376993,,95.97613226
城二5G东城王府中环1HM,116.39049,39.86795,,,,,,,721 ,0.7834 ,,,,0,,0,,0,,78.34279661
怀柔5G庙城桥1H,116.638001,40.288001,,,1176,0.3774 ,1786,0.5601 ,2260 ,0.8918 ,雁栖湖APEC峰会中心,,,0,,37.73906561,,56.00781674,,89.17969456
城二5G丰台水魔方乐园1Z,116.246319,39.883279,92,0.0343 ,478,0.1738 ,830,0.2842 ,1136 ,0.4391 ,,,,3.427347965,,17.38133601,,28.41975611,,43.91008374
昌平5G望都家园南1Z,116.414355,40.112701,,,,,,,300 ,0.9657 ,,,,0,,0,,0,,96.57084399
房山5G阎村博英学校1Z,116.09925,39.72317,,,1258,0.3962 ,2030,0.5135 ,2858 ,0.8582 ,北京良乡大学城,,,0,,39.62103875,,51.35296364,,85.82453055
昌平5G水屯村中1Z,116.219167,40.200627,,,2,0.1454 ,3,0.1825 ,4 ,0.3008 ,昌平京北高生态疗养区,,,0,,14.5356746,,18.25073721,,30.07927688
延庆5G永宁联通局3Z,116.164667,40.523889,,,,,132,0.6121 ,188 ,0.9875 ,,,,0,,0,,61.21476643,,98.75359751
城一5G朝阳小红门地铁站1H,116.452474,39.826814,156,0.1772 ,664,0.3509 ,1121,0.6164 ,1475 ,0.9212 ,北京小红门商圈,,,17.7195956,,35.08525457,,61.64317056,,92.12230965
城三5G海淀毛林惠丰大酒店1Z,116.259091,39.923591,,,,,4978,0.5798 ,6819 ,0.9215 ,,,,0,,0,,57.97888785,,92.15451227
城一5G朝阳启明星双语学校南侧1H,116.479965,40.040094,,,777,0.3273 ,1166,0.5974 ,1554 ,0.9066 ,,,,0,,32.73143195,,59.74302688,,90.66123415
城一5G朝阳博泰大厦1H,116.466644,40.000849,281,0.1537 ,2166,0.2981 ,3379,0.5972 ,4331 ,0.9488 ,,,,15.37049483,,29.81085492,,59.72408227,,94.88137854
城一5G朝阳电影博物馆东1H,116.52074,39.99511,,,56,0.3749 ,86,0.6975 ,114 ,0.9747 ,,,,0,,37.48718508,,69.75289426,,97.4679627
城二5G西城西四南大街W20014电车杆1Z,116.367292,39.918127,,,817,0.3491 ,1556,0.5326 ,1945 ,0.8477 ,金融街,,,0,,34.90976924,,53.25563078,,84.77442309
城二5G丰台长辛店1Z,116.204345,39.817874,416,0.0872 ,5330,0.4148 ,8256,0.6900 ,10449 ,0.9637 ,,,,8.716376333,,41.47649322,,68.99709601,,96.37260291
延庆5G东关大队3Z,115.98011,40.46538,,,4,0.0949 ,6,0.1058 ,7 ,0.1930 ,北京延庆世园会区域,,,0,,9.493273795,,10.58173699,,19.30289499
顺义5G龙湖滟澜山北1H,116.49342,40.09356,,,,,1331,0.5215 ,1874 ,0.8176 ,,,,0,,0,,52.14683379,,81.76435967
城一5G朝阳仰山公园西门灯杆1H,116.402107,40.015691,,,,,10,0.3808 ,13 ,0.6407 ,奥林匹克中心区,,,0,,0,,38.07978896,,64.0652278
城二5G西城月坛南街东侧1Z,116.346211,39.912091,151,0.2432 ,809,0.3040 ,1325,0.5209 ,1720 ,0.8167 ,金融街,,,24.32471688,,30.40262658,,52.08807577,,81.67396272
城一5G朝阳霞光里11号楼1H,116.455849,39.958305,45,0.0848 ,,,1179,0.6163 ,1551 ,0.9348 ,,,,8.480716171,,0,,61.63404071,,93.48364285
城一5G朝阳黑庄户村北1H,116.597291,39.853862,,,140,0.3388 ,250,0.5615 ,316 ,0.8653 ,北京工业大学,,,0,,33.8819204,,56.14944907,,86.53136947
怀柔5G奥瑞华康儿童医院1H,116.629141,40.3198,96,0.0647 ,6,0.2436 ,11,0.3811 ,13 ,0.6307 ,雁栖湖APEC峰会中心,,,6.469064847,,24.35996366,,38.10531091,,63.07308211
房山5G良乡工商大学西校区西南1Z,116.155544,39.716917,,,,,,,510 ,0.6295 ,北京良乡大学城,,,0,,0,,0,,62.95361323
平谷5G移动综合楼1H,117.112182,40.149101,129,0.1744 ,464,0.4519 ,676,0.5792 ,965 ,0.9820 ,首都东部绿色生态谷,,,17.43752653,,45.18797668,,57.91730224,,98.19550374
城一5G朝阳电子城科技大厦1H,116.484722,39.973611,227,0.0656 ,,,2914,0.4772 ,3991 ,0.7165 ,,,,6.559529589,,0,,47.71961199,,71.64648822
城一5G朝阳百子湾家园1H,116.503801,39.900921,103,0.1757 ,910,0.2788 ,1391,0.5441 ,1783 ,0.8395 ,北京工业大学,,,17.56552863,,27.88286621,,54.40769058,,83.95104633
城三5G石景山八大处1Z,116.185086,39.953434,72,0.0995 ,1,0.1045 ,1,0.1064 ,1 ,0.1939 ,,,,9.953087147,,10.45308715,,10.63672698,,19.39454497
城一5G朝阳团结湖酒店1H,116.457981,39.929981,727,0.0980 ,0,0.1280 ,0,0.0000 ,0 ,0.0000 ,,,,9.801918133,,12.80191813,,0,,0
通州5G西后街2H,116.545488,39.760717,,,,,215,0.2392 ,278 ,0.3611 ,,,,0,,0,,23.91920567,,36.11479082
大兴5G亦庄经海五路1H,116.561179,39.785747,186,0.2109 ,0,0.2609 ,0,0.0000 ,0 ,0.0000 ,,,,21.09413913,,26.09413913,,0,,0
城三5G海淀永泰庄北路西侧1Z,116.338125,40.034271,879,0.3230 ,6636,0.3241 ,10351,0.6057 ,13270 ,0.8923 ,,,,32.29657693,,32.40603969,,60.56622996,,89.22642023
大兴5G狼垡二村1H,116.282055,39.781305,,,,,596,0.4584 ,754 ,0.7319 ,,,,0,,0,,45.84345426,,73.19289728
昌平5G华龙苑北里1Z,116.36526,40.08073,,,0,0.0000 ,0,0.0000 ,0 ,0.0000 ,,,,0,,0,,0,,0
城一5G朝阳新源里社区西北灯杆1H,116.440459,39.948635,,,,,1310,0.3618 ,1845 ,0.5998 ,,,,0,,0,,36.18473654,,59.97538152
城一5G朝阳万红路老炉区广场1H,116.494081,39.981186,85,0.0858 ,659,0.2362 ,912,0.4198 ,1266 ,0.5981 ,,,,8.57758625,,23.62090485,,41.97570763,,59.81167822
城二5G东城搜秀影城1HM,116.41319,39.89492,,,,,,,220 ,0.0929 ,,,,0,,0,,0,,9.292188989
顺义5G卧龙公园东1H,116.63637,40.13871,,,,,1359,0.6556 ,1787 ,0.9509 ,,,,0,,0,,65.56058387,,95.08654838
大兴5G旧宫泰普大厦1H,116.460565,39.812065,,,,,2668,0.5973 ,3377 ,0.9343 ,,,,0,,0,,59.72749999,,93.42692306
城一5G朝阳雅成一里东侧1H,116.523161,39.922811,309,0.0933 ,1612,0.2444 ,2736,0.5088 ,3747 ,0.8647 ,首都国贸CBD商务中心区,,,9.326215702,,24.43994244,,50.87988487,,86.46647479
