name,lng,lat,9M5g_yonghushu,9M5g_liuliang,9M4g_liuliang,9MSite_zhuliubi,9M_fugailv,9M_tousu,12M5g_yonghushu,12M5g_liuliang,12M4g_liuliang,12MSite_zhuliubi,12M_fugailv,12M_tousu,归属区域名称,
怀柔5G装备指挥学院1H,116.663611,40.352501,331,372.02,137.98,0.7295 ,0.9972 ,,542,212.35,11.34020968,0.9490 ,0.9970 ,,雁栖湖APEC峰会中心,
城二5G丰台王佐304厂西1Z,116.162056,39.789158,345,3.01,1.21,0.7137 ,0.9920 ,,596,39.65,0.045125339,0.9990 ,0.9630 ,,,
密云5G种子公司1H,116.790231,40.360517,192,3.06,3.67,0.4547 ,0.9867 ,,345,4.34,0.280772123,0.9390 ,0.9940 ,,,
怀柔5G新贤家园北1H,116.6269,40.32714,370,6.9,7.64,0.4742 ,0.9946 ,,517,4.44,0.7642965,0.8530 ,0.9990 ,,雁栖湖APEC峰会中心,
昌平5G北航实验楼1Z,116.264362,40.150151,0,0,67.05,0.0000 ,0.9918 ,,5495,89.05,3.951817731,0.9580 ,1.0000 ,,,
大兴5G汽车技工学校1H,116.653325,39.644059,182,33.34,49.19,0.4040 ,0.9904 ,,402,38.02,9.269483655,0.8040 ,0.9590 ,,,
通州5G加州小镇北侧2H,116.676664,39.867668,1154,26.64,1,0.9638 ,0.9903 ,,2136,13.73,0,1.0000 ,0.9990 ,,,
密云5G国鑫恒泰1H,116.840357,40.359372,264,3.91,19.64,0.1662 ,0.9983 ,,777,8.48,1.241488853,0.8720 ,0.9970 ,,首都密云生态涵养典范区,
城一5G朝阳东辛店村北1H,116.498797,40.013276,563,19.89,28.84,0.4082 ,0.9959 ,,763,14.43,2.797280749,0.8380 ,0.9990 ,,,
城一5G朝阳北小河路北1H,116.532124,40.004539,338,9.45,0.62,0.9388 ,0.9748 ,,474,2.25,0.021601121,0.9900 ,0.9880 ,,,
大兴5G饮鹿池1H,116.413633,39.762928,222,5.7,6.52,0.4664 ,0.9880 ,,427,5.18,1.288293672,0.8010 ,0.9970 ,,,
城二5G丰台丰仪北路西侧道路监控杆1Z,116.213582,39.878922,1098,0.26,7.78,0.0323 ,1.0000 ,,1952,20.37,1.433132247,0.9340 ,0.9940 ,,,
大兴5G亦庄东方协和医药公司1H,116.511636,39.801007,228,6.75,25.48,0.2093 ,0.9957 ,,835,37.84,4.742746264,0.8890 ,1.0000 ,,,
房山5G电信良乡工商大学1Z,116.166685,39.717293,1267,1.43,4.08,0.2593 ,0.9925 ,,2563,53.34,1.851093228,0.9660 ,0.9610 ,,北京良乡大学城,1.851093228
城二5G丰台王佐下庄村南1Z,116.120415,39.818731,3738,3.24,0.04,0.9868 ,0.9905 ,,4895,46.16,0.008526175,1.0000 ,0.9600 ,,,
城一5G朝阳万方餐饮北门1H,116.58988,39.85499,282,7.3,4.3,0.6293 ,0.9967 ,,570,6.04,1.331941868,0.8190 ,0.9770 ,,,
顺义5G庄头村1H,116.63929,40.14465,389,14.03,18.52,0.4311 ,0.9982 ,,328,14.59,0.53798247,0.9640 ,0.9940 ,,,
城二5G丰台临泓路顺福海运停车场1H,116.29091,39.79538,151,4.93,0.01,0.9978 ,0.9979 ,,410,5.43,0.000476093,1.0000 ,1.0000 ,,,
城一5G朝阳金盏金融14共电信1H,116.580827,39.969541,345,10.14,14.67,0.4087 ,0.9732 ,,2519,41.02,3.47384432,0.9220 ,1.0000 ,,,
怀柔5G塞班假日1H,116.621692,40.345001,230,2.75,12.46,0.1808 ,0.9730 ,,350,3.79,1.024225442,0.7870 ,0.9990 ,,雁栖湖APEC峰会中心,
城三5G石景山八大处路南口1Z,116.19519,39.93198,0,0,4,0.0000 ,0.9898 ,,10768,113.84,0,1.0000 ,0.9990 ,,,
大兴5G后辛庄村北1H,116.277843,39.724479,0,0,6.49,0.0000 ,0.9972 ,,0,0,0.348641012,0.0000 ,0.9970 ,,,
城三5G石景山鑫金玉阁西1Z,116.18244,39.899801,445,1.84,3,0.3797 ,0.9933 ,,2105,23.9,0,1.0000 ,0.9740 ,,,
顺义5G东兴一区26号楼1H,116.655262,40.131009,0,0,19.8,0.0000 ,0.9879 ,,0,0,1.224646458,0.0000 ,0.9870 ,,,
城二5G丰台晓月郊野公园西1Z,116.200424,39.854724,0,0,0.24,0.0000 ,0.9904 ,,1253,8.06,0.020342631,0.9970 ,1.0000 ,,,
城三5G海淀龙泉驾校8字训练场1Z,116.22204,40.02523,146,0,0.6,0.0000 ,0.9888 ,,1734,7.49,0,1.0000 ,0.9220 ,,,
城二5G丰台郭公庄路东1Z,116.30789,39.80442,1450,7.26,1.5,0.8291 ,0.9904 ,,3457,19.04,0.043394762,0.9980 ,1.0000 ,,,
顺义5G北小营后鲁各庄路与箭杆河交汇处1H,116.723964,40.189001,191,3.19,0.14,0.9567 ,0.9967 ,,242,1.07,0.034995871,0.9680 ,0.9960 ,,,
城三5G海淀新紫阳饭店1Z,116.324911,39.941183,2135,10.89,7.44,0.5941 ,0.9918 ,,4909,46.12,0.107696519,0.9980 ,1.0000 ,,,
城三5G海淀辛力屯东北1Z,116.167431,40.141161,941,4.3,0.26,0.9437 ,0.9851 ,,43,0.01,0.622966222,0.0100 ,0.9820 ,,,
城一5G朝阳广渠路储运公司1H,116.502955,39.887821,2007,9.1,3.97,0.6963 ,0.9862 ,,3697,18.26,1.423254733,0.9280 ,0.9990 ,,北京工业大学,
顺义5G高丽营羊房村西1H,116.510184,40.139107,0,0,16.31,0.0000 ,0.9908 ,,0,0,0.884291963,0.0000 ,0.9900 ,,,
城三5G石景山首钢四高炉1Z,116.151535,39.914741,841,0,0.82,0.0000 ,1.0000 ,,789,13.7,1.289242952,0.9140 ,0.9650 ,,,
城三5G海淀德润科技大厦1Z,116.26679,39.93669,0,0,8.94,0.0000 ,0.9965 ,,5154,11,2.313072616,0.8260 ,1.0000 ,,,
城三5G海淀永丰农业产业园北侧1Z,116.198626,40.079896,544,0,0.84,0.0000 ,0.9024 ,,307,18.27,1.229890771,0.9370 ,0.9120 ,,,
顺义5G天竺综保区口岸物流服务中心1HM,116.584052,40.105401,3,0.01,2.54,0.0037 ,1.0000 ,,278,0.01,0.099010555,0.0950 ,1.0000 ,,,
顺义5G庄头村南1H,116.631551,40.144711,666,7.37,11.96,0.3814 ,0.9940 ,,984,4.3,0.230148119,0.9490 ,0.9930 ,,,
通州5G次渠报业东2H,116.556515,39.814856,422,122.87,3.93,0.9690 ,0.9833 ,,864,15.49,1.161965743,0.9300 ,0.9980 ,,,
通州5G摇不动村东2H,116.773952,39.923569,99,0.82,1.71,0.3237 ,0.9648 ,,119,0.9,0.09287477,0.9070 ,0.9970 ,,,
城三5G门头沟秋坡村拆迁替换站1Z,116.071079,39.874771,1794,1.12,1.42,0.4411 ,0.9905 ,,1303,34.83,0.021458042,0.9990 ,0.9930 ,,,
城二5G丰台宝苑国际购物中心1H,116.401225,39.807067,118,2.44,6.1,0.2855 ,0.9883 ,,203,7.17,0.984268986,0.8790 ,0.9950 ,,北京龙潭湖景区,
大兴5G亦庄国际e庄1H,116.52536,39.81785,718,25.15,7.78,0.7638 ,0.9741 ,,1155,26.05,0.919715232,0.9660 ,0.9970 ,,,
大兴5G瀛海北普陀东1H,116.449743,39.733609,0,0,7.47,0.0000 ,0.9920 ,,0,0,0.355969864,0.0000 ,0.9920 ,,,
城二5G丰台南苑机场操场1Z,116.400939,39.793479,399,17.13,3.89,0.8148 ,0.9890 ,,1066,43.45,1.808259637,0.9600 ,0.9210 ,,,
城三5G海淀皇后店村南1Z,116.247352,40.086698,413,4.55,4,0.5320 ,0.9912 ,,3821,40.65,0,1.0000 ,0.9370 ,,,
城一5G朝阳望京网球俱乐部1H,116.444313,39.989716,3172,10.02,5.42,0.6489 ,0.9955 ,,8380,19.71,0.151791031,0.9920 ,0.9990 ,,,
城三5G海淀温泉中关村科技园文松路北侧1Z,116.172404,40.060266,1325,7.5,2,0.7895 ,0.9781 ,,643,14.06,0,1.0000 ,0.9990 ,,,
城三5G门头沟综地雅园酒店1Z,116.086882,39.943277,1086,11.28,5.76,0.6620 ,0.9976 ,,2198,39.8,1.191175401,0.9710 ,0.9940 ,,,
大兴5G亦庄科创二街东口1H,116.52826,39.81599,0,0,1.6,0.0000 ,0.9962 ,,561,31.05,0.722402524,0.9770 ,0.9960 ,,,
城二5G丰台丰体南路8号院通信楼神鸿1Z,116.26633,39.857927,613,3.21,2,0.6158 ,0.9591 ,,3329,28.27,0,1.0000 ,1.0000 ,,首都经济贸易科技园区,
房山5G青龙湖崇各庄1Z,116.076944,39.780481,870,9.31,2.29,0.8026 ,0.9160 ,,888,93.27,0.281189463,0.9970 ,0.9870 ,,,
昌平5G东闸村1Z,116.202896,40.146753,0,0,1.57,0.0000 ,0.9914 ,,0,0,2.674255309,0.0000 ,1.0000 ,,,
城二5G丰台西庄店村西南1Z,116.088021,39.832371,488,0.02,1.6,0.0138 ,0.9779 ,,585,3.24,0.001309032,1.0000 ,0.9870 ,,,
房山5G城关成教中心1Z,115.973343,39.686411,3156,12.46,3.27,0.7922 ,0.9850 ,,3961,113.94,0.890495998,0.9920 ,0.9930 ,,,
城三5G海淀西小营村北1Z,116.14779,40.07736,1013,10.17,2.61,0.7960 ,0.9757 ,,982,19.23,0.124458294,0.9940 ,1.0000 ,,,
顺义5G张镇莲花苑西南1H,116.93183,40.14479,126,6.03,15.43,0.2811 ,0.9921 ,,219,13.98,1.05434209,0.9300 ,0.9900 ,,,
延庆5G京张高铁主站三十八1Z,115.864943,40.382762,803,0.66,0.02,0.9684 ,0.9905 ,,1349,39.58,0.010461422,1.0000 ,0.8940 ,,京张高铁,
城一5G朝阳万子营西村北1H,116.591966,39.865679,121,4.02,1,0.8007 ,0.9984 ,,145,4.42,0,1.0000 ,1.0000 ,,,
城三5G海淀冷泉村东1Z,116.229921,40.036945,1268,0,1.06,0.0000 ,0.9975 ,,1140,16.43,0.769223525,0.9550 ,0.9770 ,,,
密云5G刘林池1H,116.866572,40.379266,495,15.67,13.13,0.5440 ,0.9894 ,,737,17.26,2.530271927,0.8720 ,0.9980 ,,,
平谷5G联通金海湖2H,117.293888,40.182222,342,24.17,6.76,0.7813 ,0.9827 ,,263,13.56,0.076647974,0.9940 ,0.9850 ,,首都东部绿色生态谷,
昌平5G北航东北1Z,116.268245,40.157445,4885,49.76,3.64,0.9318 ,0.9896 ,,7814,180.11,2.773088591,0.9850 ,0.9990 ,,,
城三5G海淀育新花园西侧1Z,116.337635,40.051933,891,6.05,0.3,0.9523 ,0.9626 ,,472,7.06,1.204836062,0.8540 ,0.9670 ,,,
平谷5G鸟首公园南1H,117.079798,40.147012,176,1.16,10.4,0.1003 ,0.9874 ,,214,0.6,0.118308588,0.8360 ,0.9820 ,,首都东部绿色生态谷,
昌平5G华夏陵园2Z,116.380375,40.242408,128,0.17,7.17,0.0229 ,0.9792 ,,154,0.18,0.371337699,0.3320 ,0.9890 ,,,
大兴5G公安大学北门1H,116.357727,39.766777,526,10.02,10.36,0.4917 ,0.9854 ,,916,10.87,2.091393873,0.8390 ,0.9910 ,,,
延庆5G刁营南侧2Z,115.905068,40.379955,0,0,0.02,0.0000 ,0.9897 ,,0,0,0.021549888,0.0000 ,0.9990 ,,,
通州5G苍头村东北2H,116.688152,39.807093,0,0,5.89,0.0000 ,0.9904 ,,0,0,2.539043317,0.0000 ,0.9900 ,,,
顺义5G京承西坡镇1H,116.643753,40.156151,297,2.33,0.91,0.7198 ,0.9855 ,,158,2.56,0.385830173,0.8690 ,0.9890 ,,,
通州5G北京现代音乐学院2H,116.646553,39.873101,292,18.23,80.01,0.1856 ,0.9913 ,,787,26.74,13.64855837,0.6620 ,0.9990 ,,首都副中心5G示范区,
通州5G宋庄天宝园东2H,116.719025,39.966424,115,26.63,3.75,0.8765 ,0.9911 ,,154,11.03,0.214727966,0.9810 ,0.9940 ,,,
昌平5G实验中学1Z,116.226801,40.206567,2114,4.16,3.07,0.5751 ,0.9865 ,,2247,21.9,0.740071148,0.9670 ,0.9940 ,,昌平京北高生态疗养区,
城三5G海淀区温泉地区白家疃村1Z,116.160782,40.032963,922,9.42,0.25,0.9740 ,0.9861 ,,798,15.91,0.385643237,0.9760 ,0.9550 ,,,
城一5G朝阳红军营1H,116.43469,40.0262,1727,24.34,0.02,0.9994 ,0.9907 ,,2858,24.05,0.006065256,1.0000 ,0.9990 ,,奥林匹克中心区,
密云5G同方威视1H,116.82164,40.36285,225,3.38,5.87,0.3657 ,0.9988 ,,378,4.06,0.498818117,0.8910 ,0.9990 ,,首都密云生态涵养典范区,
通州5G宋庄镇中心小学北2H,116.718776,39.954981,330,11.5,7.05,0.6201 ,0.9928 ,,588,10.1,0.593953863,0.9440 ,1.0000 ,,,
房山5G阎村桥梁厂1Z,116.02793,39.71485,0,0,1.28,0.0000 ,0.9905 ,,2890,46.98,0.128349199,0.9970 ,0.9710 ,,,
城三5G海淀妙云寺1Z,116.228553,39.992118,429,2.33,1.5,0.6073 ,0.9859 ,,1245,19.47,0.490249238,0.9750 ,0.9790 ,,,
延庆5G郭家堡村东3Z,115.933002,40.403786,671,0.38,0.09,0.8111 ,0.9773 ,,793,1.89,0.00867568,0.9950 ,0.9770 ,,,
城二5G丰台槐树岭一号院西1Z,116.171371,39.855161,2427,10.91,1.03,0.9139 ,0.9974 ,,3672,42.37,0.006087505,1.0000 ,0.9960 ,,,
大兴5G旧宫成和园1H,116.428631,39.815881,499,11.11,11.1,0.5003 ,0.9951 ,,737,18.12,1.684333377,0.9150 ,0.9990 ,,,
城一5G朝阳长店村1H,116.5404,40.00316,164,5.15,4.5,0.5338 ,0.9509 ,,316,5.35,0.139051974,0.9750 ,0.9980 ,,,
密云5G杨辛庄1H,116.75958,40.36222,129,3.55,9.71,0.2680 ,0.9897 ,,241,8.86,0.851359973,0.9120 ,0.9980 ,,首都密云生态涵养典范区,
顺义5G后沙峪京顺车管所南1H,116.474159,40.087125,3233,7.77,1.48,0.8401 ,0.9973 ,,6005,11.88,0.467296461,0.9620 ,1.0000 ,,,
城二5G丰台丰益桥东北1Z,116.308501,39.859541,139,4.94,1,0.8315 ,0.9976 ,,167,5.43,0,1.0000 ,1.0000 ,,首都经济贸易科技园区,
城三5G海淀三中街坊315号楼1Z,116.250309,39.913114,809,0.87,1.32,0.3982 ,0.9830 ,,336,4.83,0.186150771,0.9630 ,0.9930 ,,,
城二5G丰台园博园P5停车场1Z,116.185428,39.864578,1187,1.33,1.19,0.5288 ,0.9417 ,,169,1.47,0.329113555,0.8170 ,0.9730 ,,,
顺义5G棕榈滩别墅北1H,116.565,40.05611,928,7.97,2.99,0.7271 ,0.9882 ,,1543,14.28,0.369933313,0.9750 ,0.9970 ,,,
城二5G丰台灵湖路中段1Z,116.106945,39.827599,1419,3.64,0.01,0.9961 ,0.9874 ,,2195,9.74,0.002046792,1.0000 ,0.9750 ,,,
通州5G烧酒巷村南2H,116.74783,39.82574,613,6.52,3.08,0.6796 ,0.9556 ,,1288,7.24,1.198176727,0.8580 ,0.9940 ,,首都副中心5G示范区,
房山5G良乡检察院1ZM,116.130471,39.744731,0,0,1.23,0.0000 ,,,4,0.42,3.352950722,0.1100 ,0.9610 ,,北京良乡大学城,3.352950722
城一5G朝阳博大路东1H,116.484444,39.817777,1455,3.89,2.22,0.6368 ,0.9880 ,,4061,9.13,0.842665461,0.9150 ,0.9990 ,,北京小红门商圈,
城三5G海淀龙泉驾校西山坡上1Z,116.23192,40.04024,1982,3.67,0.03,0.9924 ,0.9734 ,,2961,14.7,0.002633029,1.0000 ,0.9870 ,,,
顺义5G汽车职业技术学校2H,116.688428,40.102442,382,19.43,40.89,0.3221 ,0.9851 ,,515,13.23,3.84719351,0.7750 ,0.9810 ,,,
城三5G海淀北科产业北侧办公楼1Z,116.228833,40.078003,206,3.41,0.19,0.9470 ,0.9848 ,,181,3.75,1.671980778,0.6920 ,0.9800 ,,,
城二5G丰台张郭庄村西1Z,116.179251,39.852321,1664,3.99,0.06,0.9852 ,0.9919 ,,2167,17.87,0.012791417,0.9990 ,1.0000 ,,,
城二5G丰台大红门锦苑A区南侧1H,116.410864,39.815628,189,7.86,14.55,0.3507 ,0.9973 ,,350,9.85,4.168124493,0.7030 ,1.0000 ,,北京龙潭湖景区,
城三5G海淀功德寺1Z,116.251701,39.995741,827,0,1.66,0.0000 ,0.9523 ,,4433,32.34,0.82177346,0.9750 ,0.9840 ,,,
平谷5G新艺羽绒1H,117.12427,40.13333,309,11.7,2.74,0.8102 ,0.9796 ,,497,10.52,0.03513896,0.9970 ,0.9980 ,,首都东部绿色生态谷,
城一5G朝阳朝来绿色家园南侧1H,116.43848,40.03984,655,3.46,2.06,0.6268 ,0.9891 ,,1827,3.69,0.01694418,0.9950 ,0.9960 ,,对外经贸大学,
密云5G季庄村1H,116.80988,40.38636,132,2.43,4.66,0.3425 ,0.9990 ,,216,1.56,0.346669269,0.8180 ,0.9940 ,,首都密云生态涵养典范区,
通州5G马驹桥西田阳西北2H,116.608021,39.738665,412,10.22,27.04,0.2743 ,0.9941 ,,643,15.7,3.811132359,0.8050 ,0.9890 ,,,
城三5G石景山首钢月季园南1Z,116.162946,39.903375,591,0.71,0.15,0.8231 ,1.0000 ,,373,6,1.404728928,0.8100 ,0.9750 ,,,
怀柔5G陈各庄村1H,116.656,40.3514,368,33.97,29.29,0.5370 ,0.9898 ,,262,18.57,2.118678382,0.8980 ,0.9940 ,,雁栖湖APEC峰会中心,
怀柔5G京密引水管理处1H,116.61452,40.30573,464,4.09,14.69,0.2179 ,0.9975 ,,565,9.34,1.504003257,0.8610 ,0.9990 ,,雁栖湖APEC峰会中心,
昌平5G沙河东北1Z,116.266981,40.132107,1891,17.42,3.37,0.8378 ,0.9752 ,,2317,26.79,2.193104065,0.9240 ,0.9870 ,,,
通州5G南堤寺西北2H,116.7425,39.69508,837,1.7,0.61,0.7340 ,0.9962 ,,829,0.62,0.061799018,0.9090 ,0.9950 ,,,
城一5G朝阳北京明德家具厂1H,116.528539,39.835946,1639,14.4,12.46,0.5361 ,0.9905 ,,3195,21.81,1.032678943,0.9550 ,1.0000 ,,北京小红门商圈,
城二5G丰台米粮屯北1Z,116.124592,39.773646,755,12.06,0.01,0.9991 ,0.8551 ,,825,33.52,0.346261709,0.9900 ,0.9360 ,,,
城一5G朝阳安德鲁斯庄园西区西北角1H,116.512686,39.884784,303,17.99,38.86,0.3165 ,0.9935 ,,494,11.37,6.056888834,0.6520 ,1.0000 ,,北京工业大学,
城三5G石景山八角北里1Z,116.20021,39.91453,2179,6.47,3.99,0.6185 ,0.9739 ,,2308,13.7,1.118194578,0.9250 ,0.9840 ,,,
城二5G丰台王佐后甫营村西北1Z,116.084432,39.845531,289,0.95,0.03,0.9702 ,0.9905 ,,299,10.03,0.002649602,1.0000 ,0.9660 ,,,
城一5G朝阳北京会议中心东门1H,116.431642,40.017753,2753,2,0.29,0.8742 ,0.9990 ,,6309,5.73,0.095759714,0.9840 ,1.0000 ,,奥林匹克中心区,
密云5G云西经济区1H,116.749031,40.364011,98,1.62,18.63,0.0802 ,0.9783 ,,191,5.53,1.733003663,0.7610 ,0.9900 ,,首都密云生态涵养典范区,
平谷5G滨河1H,117.08,40.13361,332,7.74,19.84,0.2807 ,0.9917 ,,332,4.18,0.194476996,0.9560 ,0.9980 ,,首都东部绿色生态谷,
城二5G丰台北京汉典制药厂1Z,116.239231,39.862851,2600,7.55,5.1,0.5967 ,0.9960 ,,11428,38.61,0.503975104,0.9870 ,1.0000 ,,,
延庆5G王泉营停车场2Z,116.000923,40.462206,234,1.25,1.02,0.5505 ,0.9987 ,,210,1.37,0.830287973,0.6230 ,1.0000 ,,北京延庆世园会区域,
昌平5G松兰堡1Z,116.292257,40.158297,6370,43.55,1.41,0.9686 ,0.9941 ,,0,0,0.769389064,0.0000 ,1.0000 ,,,
怀柔5G霍各庄1H,116.64298,40.27115,755,1.61,0.36,0.8192 ,0.9958 ,,1306,2.48,0.063681859,0.9750 ,0.9970 ,,雁栖湖APEC峰会中心,
延庆5G西红山村东2Z,116.058581,40.420131,0,0,3.28,0.0000 ,0.9804 ,,0,0,0.438560995,0.0000 ,0.9900 ,,,
房山5G长阳音乐节东1Z,116.19501,39.75952,179,3.98,2.96,0.5731 ,0.9328 ,,215,4.38,1.583068252,0.7340 ,0.9400 ,,,
城二5G丰台北方车辆厂北门1Z,116.178128,39.816336,3258,3.09,1.5,0.6733 ,0.9519 ,,4471,91.44,0.145147704,0.9980 ,0.9660 ,,,
昌平5G北环东路1Z,116.243962,40.227432,1756,49.11,8.89,0.8468 ,0.9905 ,,1349,40.05,1.080457916,0.9740 ,0.9720 ,,昌平京北高生态疗养区,
城一5G朝阳沙子营沙场1H,116.453743,40.070472,0,0,1,0.0000 ,0.9994 ,,423,1.48,0,1.0000 ,0.9990 ,,,
通州5G样田村2H,116.644865,39.785342,758,7.66,10.68,0.4177 ,0.9816 ,,1188,15.54,2.054950629,0.8830 ,0.9560 ,,,
城一5G朝阳霄云路8号小区南1H,116.470455,39.959538,0,0,2,0.0000 ,0.9830 ,,430,9.43,0.52849913,0.9470 ,0.9820 ,,朝阳公园高端住宅区,
城一5G朝阳紫檀博物馆1H,116.520871,39.908481,710,0.46,0.53,0.4638 ,0.9885 ,,2436,0.97,0.011188624,0.9890 ,0.9970 ,,首都副中心通勤线,
城一5G朝阳双桥郭家场村南1H,116.610046,39.886562,87,4.08,1.25,0.7652 ,0.9905 ,,151,3.89,1.536628269,0.7170 ,0.9970 ,,,
城二5G丰台王佐下庄村东1Z,116.125113,39.819979,0,0,1.12,0.0000 ,0.9523 ,,0,0,0.658743797,0.0000 ,0.9620 ,,,
城一5G朝阳焦沙路南侧1H,116.603516,39.957798,28,0.32,0.44,0.4202 ,0.9907 ,,34,0.35,0.57973788,0.3760 ,0.9990 ,,对外经贸大学,
城一5G朝阳双树北村西南1H,116.591766,39.878048,118,12.13,8.62,0.5846 ,0.9988 ,,158,10.33,2.175370631,0.8260 ,1.0000 ,,,
顺义5G后沙峪镇华夏基金1H,116.543234,40.095446,476,12.32,5.56,0.6889 ,0.9950 ,,1080,17.94,0.275389123,0.9850 ,0.9990 ,,,
城一5G朝阳双桥郭家场村1H,116.606939,39.888461,0,0,2.82,0.0000 ,0.9953 ,,0,0,0.455674108,0.0000 ,0.9950 ,,,
房山5G长沟坟庄村1Z,115.879906,39.570498,859,2.62,1.3,0.6683 ,0.9522 ,,992,24.86,0.260342193,0.9900 ,0.9940 ,,,
城二5G丰台民族养老院1Z,116.23741,39.89251,846,14.99,0.04,0.9977 ,0.9857 ,,1015,30.66,0.000796245,1.0000 ,0.9950 ,,,
昌平5G龙兴园西区1Z,116.288306,40.075735,3054,8.13,0.73,0.9176 ,0.9817 ,,6070,14.32,0.740048292,0.9510 ,0.9520 ,,,
通州5G金三角2H,116.87071,39.72229,212,2.02,2.28,0.4700 ,0.9344 ,,418,4.12,0.13099288,0.9690 ,0.9710 ,,,
城一5G朝阳外运物流中心东1H,116.587112,39.981205,348,4.29,11.95,0.2642 ,0.9981 ,,184,8.09,0.753985937,0.9150 ,0.9990 ,,对外经贸大学,
大兴5G育镇街30院9号楼1H,116.633441,39.649937,1155,16.7,21.82,0.4336 ,0.9875 ,,1884,22.62,2.876751016,0.8870 ,0.9920 ,,,
怀柔5G西园1H,116.617096,40.319141,371,8.59,0.09,0.9899 ,0.9942 ,,597,20.5,0.001595082,1.0000 ,0.9940 ,,雁栖湖APEC峰会中心,
城二5G丰台后甫营村南1Z,116.085571,39.839911,409,1.31,1.24,0.5135 ,0.9545 ,,405,17.29,0.002071452,1.0000 ,0.9570 ,,,
城二5G丰台千灵山桥西1Z,116.104935,39.836525,3438,4.71,0.02,0.9963 ,0.9710 ,,4894,29.04,0.059359161,0.9980 ,0.9630 ,,,
城二5G崇文前门东路T20012小灯杆1H,116.39492,39.89494,662,2.25,34.66,0.0610 ,0.9999 ,,1210,3.49,2.698551492,0.5640 ,0.9990 ,,天安门,
通州5G徐宋路东2H,116.7264,39.97652,263,1.28,0,0.9977 ,0.9683 ,,566,18.46,0.035298405,0.9980 ,0.9970 ,,,
通州5G东张各庄村南2H,116.801912,39.711162,22,8.51,8.31,0.5058 ,0.9904 ,,26,9.36,2.822139286,0.7680 ,0.9900 ,,,
城三5G门头沟石龙西路双鹤制药对面1Z,116.089335,39.909242,568,6.41,2.06,0.7569 ,0.9884 ,,492,4.36,1.640525887,0.7260 ,0.9880 ,,,
房山5G大石窝北尚乐村1Z,115.776548,39.548964,0,0,38.35,0.0000 ,0.9062 ,,0,0,2.445770344,0.0000 ,0.9160 ,,,
城二5G丰台高立庄高鑫公园西侧1Z,116.29091,39.79538,1511,10.97,0.01,0.9990 ,0.9656 ,,2433,26.71,0.000476093,1.0000 ,0.9900 ,,,
顺义5G金泰花园西1H,116.487221,40.088491,616,19.25,24.57,0.4393 ,0.9716 ,,1320,15.87,0.569968408,0.9650 ,0.9970 ,,,
城三5G海淀龙泉驾校南侧果园1Z,116.222169,40.022272,69,4.35,0.35,0.9248 ,0.9905 ,,186,3.6,0.813021234,0.8160 ,0.9870 ,,,
房山5G长阳联通西场村2Z,116.187485,39.651509,0,0,9.41,0.0000 ,0.9241 ,,0,0,0.950827424,0.0000 ,0.9340 ,,,
密云5G季庄桥南1H,116.81162,40.38032,299,1.52,5.51,0.2161 ,0.9966 ,,478,1.82,1.357544344,0.5730 ,0.9960 ,,首都密云生态涵养典范区,
城三5G海淀龙泉驾校盘山训练场1Z,116.231758,40.043858,1078,0,0.96,0.0000 ,0.9972 ,,2120,7.11,0.615829175,0.9200 ,1.0000 ,,,
昌平5G奤夿屯村东1Z,116.190125,40.204442,0,0,0.71,0.0000 ,0.9699 ,,0,0,0.01257231,0.0000 ,0.9790 ,,昌平京北高生态疗养区,
城一5G朝阳北马房外贸仓库1H,116.57939,39.98809,1023,9.03,6.25,0.5910 ,0.9912 ,,2401,5.99,0.519915001,0.9200 ,0.9980 ,,,
平谷5G铁塔马坊开发区边界1H,116.9938,40.0368,46,3.72,5.99,0.3832 ,0.9936 ,,67,0.33,0.129146774,0.7180 ,0.9920 ,,首都东部绿色生态谷,
通州5G漷县沈庄村2H,116.784854,39.749294,34,1.39,6.46,0.1776 ,0.9607 ,,41,1.53,0.46758939,0.7660 ,0.9600 ,,,
城三5G海淀黑白花奶业服务站1Z,116.351257,40.023424,194,0.22,2,0.0979 ,0.9936 ,,436,0.9,0,1.0000 ,1.0000 ,,,
大兴5G榆垡西胡林村东北1H,116.30898,39.49844,84,2.25,6.87,0.2468 ,0.9952 ,,150,7.56,1.529481431,0.8320 ,0.9630 ,,,
城三5G门头沟108国道王村桥1Z,116.097661,39.881348,883,5.51,8.16,0.4032 ,0.9911 ,,1059,16.79,0.266345429,0.9840 ,0.9980 ,,,
昌平5G国家精准农业研究示范基地1Z,116.442702,40.179482,1985,0.75,1,0.4293 ,0.8930 ,,2951,126.19,0,1.0000 ,0.7990 ,,,
延庆5G簸箕营村北2Z,115.965334,40.416817,172,0.46,1.97,0.1883 ,0.9605 ,,195,1.21,0.262508173,0.8220 ,0.9970 ,,北京延庆世园会区域,
城三5G海淀动物园宠物医院1Z,116.32586,39.94374,396,2.57,5,0.3397 ,0.9914 ,,2534,5.39,0.036927138,0.9930 ,1.0000 ,,,
通州5G马驹桥星悦国际北门2H,116.575512,39.764231,426,14.72,7.83,0.6528 ,0.9893 ,,635,10.89,2.276790454,0.8270 ,0.9990 ,,,
大兴5G榆垡首开菩提墅西北1H,116.325027,39.512345,46,0.52,1.25,0.2948 ,0.9938 ,,135,1.83,0.025993912,0.9860 ,0.9910 ,,,
